Bowler,Match Phase,Innings,Wkt,Dot balls,4s,6s,Runs Conceded,No of Balls,BA,SR,BBI,ECON,BWI,SPI,DBP,BP,BWI_normalized,DBP_normalized,BP_normalized,Econ_normalized,BA_log,SR_log,SPI_log,BBI_log,Cluster
DT Johnston,MIDDLEOVERS,2,4,19,0,1,27,36,6.75,9.0,18.0,4.5,1,3.0,52.77777777777778,2.7777777777777777,1.3836222061859889,0.8540268023018295,-1.315760546344951,-1.1128096023861518,2.0476928433652555,2.302585092994046,1.3862943611198906,2.9444389791664403,1
DT Tiripano,MIDDLEOVERS,1,1,5,7,5,80,36,80.0,36.0,36.0,13.333333333333334,0,1.0,13.88888888888889,33.33333333333333,-0.722620504445314,-1.8784192957779702,2.1675474335462126,2.2519618934289443,4.394449154672439,3.6109179126442243,0.6931471805599453,3.6109179126442243,0
DV Varghese,MIDDLEOVERS,1,2,18,4,3,79,54,39.5,27.0,54.0,8.777777777777779,0,2.0,33.33333333333333,12.962962962962962,-0.722620504445314,-0.5121962467380706,-0.15465788638122963,0.5166709333230459,3.7013019741124933,3.332204510175204,1.0986122886681096,4.007333185232471,0
DV Varghese,MIDDLEOVERS,2,3,14,6,3,61,34,20.33333333333333,11.333333333333334,17.0,10.764705882352942,0,1.5,41.17647058823529,26.47058823529412,-0.722620504445314,0.038885319261216696,1.3852001867257382,1.2735266748900376,3.060270794691562,2.512305623976115,0.9162907318741551,2.8903717578961645,0
DW Steyn,MIDDLEOVERS,1,3,25,8,2,85,66,28.33333333333333,22.0,66.0,7.727272727272727,0,3.0,37.87878787878788,15.151515151515152,-0.722620504445314,-0.1928194300793922,0.09483524716469423,0.1165151465137029,3.3787245258100964,3.1354942159291497,1.3862943611198906,4.204692619390966,0
DW Steyn,MIDDLEOVERS,2,4,26,8,2,91,78,22.75,19.5,39.0,7.0,1,3.0,33.33333333333333,12.82051282051282,1.3836222061859889,-0.5121962467380706,-0.17089708442268028,-0.16051578281584164,3.16758253048065,3.0204248861443626,1.3862943611198906,3.6888794541139363,1
Danish Aziz,MIDDLEOVERS,1,2,3,0,0,12,12,6.0,6.0,12.0,6.0,0,2.0,25.0,0.0,-0.722620504445314,-1.097720410612313,-1.6324249081532387,-0.5414333106439657,1.9459101490553132,1.9459101490553132,1.0986122886681096,2.5649493574615367,0
Danish Jasnaik,MIDDLEOVERS,2,2,15,6,6,97,60,48.5,30.0,30.0,9.7,0,1.0,25.0,20.0,-0.722620504445314,-1.097720410612313,0.6475584968664326,0.867961542320093,3.9019726695746444,3.4339872044851463,0.6931471805599453,3.4339872044851463,0
Danyal Raja,MIDDLEOVERS,2,1,6,3,0,12,12,12.0,12.0,6.0,6.0,0,0.5,50.0,25.0,-0.722620504445314,0.6588520810104153,1.2175543481213504,-0.5414333106439657,2.5649493574615367,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
Dawlat Zadran,MIDDLEOVERS,1,2,13,4,3,62,42,31.0,21.0,42.0,8.857142857142858,0,2.0,30.952380952380956,16.666666666666664,-0.722620504445314,-0.6794888649878537,0.26756126269648717,0.5469024831506747,3.4657359027997265,3.091042453358316,1.0986122886681096,3.7612001156935624,0
Dawlat Zadran,MIDDLEOVERS,2,6,26,4,5,77,60,12.833333333333334,10.0,30.0,7.700000000000001,1,5.0,43.333333333333336,15.0,1.3836222061859889,0.19043274991102116,0.07756264561151481,0.10612648666384562,2.627081138568543,2.3978952727983707,1.791759469228055,3.4339872044851463,1
Dawood Ahmadzai,MIDDLEOVERS,1,6,43,7,3,88,90,14.666666666666666,15.0,90.0,5.866666666666666,1,0.0,47.77777777777778,11.11111111111111,1.3836222061859889,0.5027123039772838,-0.365767460920088,-0.5922223143543824,2.751535313041949,2.772588722239781,0.0,4.51085950651685,1
Dawood Ahmadzai,MIDDLEOVERS,2,8,62,14,4,172,162,21.5,20.25,81.0,6.37037037037037,1,7.0,38.2716049382716,11.11111111111111,1.3836222061859889,-0.16521896444222303,-0.365767460920088,-0.4003527447816976,3.1135153092103742,3.056356895370426,2.0794415416798357,4.406719247264253,1
Delawar Khan,MIDDLEOVERS,1,1,9,2,1,27,24,27.0,24.0,24.0,6.75,0,1.0,37.5,12.5,-0.722620504445314,-0.21943416480094893,-0.2074352800159441,-0.2557451647728727,3.332204510175204,3.2188758248682006,0.6931471805599453,3.2188758248682006,0
Delawar Khan,MIDDLEOVERS,2,3,29,3,1,67,66,22.33333333333333,22.0,33.0,6.090909090909091,0,1.5,43.93939393939394,6.0606060606060606,-0.722620504445314,0.23301632546551126,-0.9415208460260656,-0.5068044444777726,3.149882953381249,3.1354942159291497,0.9162907318741551,3.5263605246161616,0
E Chigumbura,MIDDLEOVERS,1,1,8,8,3,97,54,97.0,54.0,54.0,10.77777777777778,0,1.0,14.814814814814811,20.37037037037037,-0.722620504445314,-1.813361055347499,0.6897804117742043,1.2785059889792947,4.584967478670572,4.007333185232471,0.6931471805599453,4.007333185232471,0
E Chigumbura,MIDDLEOVERS,2,2,12,7,6,92,48,46.0,24.0,24.0,11.5,0,1.0,25.0,27.08333333333333,-0.722620504445314,-1.097720410612313,1.4550526194775657,1.5536130924107168,3.8501476017100584,3.2188758248682006,0.6931471805599453,3.2188758248682006,0
E Ernest,MIDDLEOVERS,1,1,25,2,1,38,48,38.0,48.0,48.0,4.75,0,1.0,52.083333333333336,6.25,-0.722620504445314,0.805233121978976,-0.9199300940845914,-1.0175802204291209,3.6635616461296463,3.8918202981106265,0.6931471805599453,3.8918202981106265,0
E Ernest,MIDDLEOVERS,2,2,20,2,0,20,36,10.0,18.0,18.0,3.333333333333333,0,1.0,55.55555555555556,5.555555555555555,-0.722620504445314,1.049201523593244,-0.9990961845366634,-1.5572133848522967,2.3978952727983707,2.9444389791664403,0.6931471805599453,2.9444389791664403,0
E Isaneez,MIDDLEOVERS,2,2,10,1,0,11,18,5.5,9.0,9.0,3.666666666666667,0,1.0,55.55555555555556,5.555555555555555,-0.722620504445314,1.049201523593244,-0.9990961845366634,-1.430240875576255,1.8718021769015913,2.302585092994046,0.6931471805599453,2.302585092994046,0
E Karimi,MIDDLEOVERS,1,1,5,2,0,21,18,21.0,18.0,18.0,7.0,0,1.0,27.77777777777778,11.11111111111111,-0.722620504445314,-0.9025456893208987,-0.365767460920088,-0.16051578281584164,3.091042453358316,2.9444389791664403,0.6931471805599453,2.9444389791664403,0
E Kubwimana,MIDDLEOVERS,2,2,10,3,0,21,21,10.5,10.5,10.5,6.0,0,1.0,47.61904761904761,14.285714285714285,-0.722620504445314,0.49155946276063117,-0.0038653331391878556,-0.5414333106439657,2.4423470353692043,2.4423470353692043,0.6931471805599453,2.4423470353692043,0
E Leie,MIDDLEOVERS,1,1,3,2,2,32,18,32.0,18.0,18.0,10.666666666666666,0,1.0,16.666666666666664,22.22222222222222,-0.722620504445314,-1.683244574486556,0.9008899863130627,1.236181819220613,3.4965075614664802,2.9444389791664403,0.6931471805599453,2.9444389791664403,0
E Leie,MIDDLEOVERS,2,3,8,0,1,16,18,5.333333333333333,6.0,9.0,5.333333333333333,0,1.5,44.44444444444444,5.555555555555555,-0.722620504445314,0.2685026384275866,-0.9990961845366634,-0.7953783291960486,1.8458266904983307,1.9459101490553132,0.9162907318741551,2.302585092994046,0
E Mathew,MIDDLEOVERS,1,4,22,9,1,73,54,18.25,13.5,54.0,8.11111111111111,1,0.0,40.74074074074074,18.51851851851852,1.3836222061859889,0.008269676705701006,0.4786708372353459,0.26272591477096274,2.9575110607337933,2.6741486494265287,0.0,4.007333185232471,1
E Mathew,MIDDLEOVERS,2,6,36,11,1,99,90,16.5,15.0,45.0,6.6000000000000005,1,5.0,40.0,13.333333333333334,1.3836222061859889,-0.04377691563867611,-0.11243597147345774,-0.31288279394709106,2.8622008809294686,2.772588722239781,1.791759469228055,3.828641396489095,1
E Niyomugabo,MIDDLEOVERS,1,7,29,4,3,83,75,11.857142857142858,10.714285714285714,75.0,6.640000000000001,1,0.0,38.66666666666666,9.333333333333334,1.3836222061859889,-0.13746078185855562,-0.568432652477392,-0.2976460928339661,2.5538995212749516,2.46080909820894,0.0,4.330733340286331,1
E Ochieng,MIDDLEOVERS,1,1,18,6,4,69,48,69.0,48.0,48.0,8.625,0,1.0,37.5,20.833333333333336,-0.722620504445314,-0.21943416480094893,0.7425578054089192,0.45847519990485996,4.248495242049359,3.8918202981106265,0.6931471805599453,3.8918202981106265,0
E Otieno,MIDDLEOVERS,2,1,12,2,0,28,30,28.0,30.0,15.0,5.6,0,0.5,40.0,6.666666666666667,-0.722620504445314,-0.04377691563867611,-0.8724304398133482,-0.6938003217752154,3.367295829986474,3.4339872044851463,0.4054651081081644,2.772588722239781,0
E Rukiriza,MIDDLEOVERS,1,7,39,5,4,92,90,13.142857142857142,12.857142857142858,90.0,6.133333333333333,1,0.0,43.333333333333336,10.0,1.3836222061859889,0.19043274991102116,-0.49243320564340304,-0.4906443069335493,2.649209701079277,2.6288008294480694,0.0,4.51085950651685,1
E Rukiriza,MIDDLEOVERS,2,6,38,5,5,111,96,18.5,16.0,48.0,6.9375,1,5.0,39.58333333333333,10.416666666666668,1.3836222061859889,-0.07305312383238859,-0.44493355137215973,-0.1843231283050994,2.970414465569701,2.833213344056216,1.791759469228055,3.8918202981106265,1
E Schiferli,MIDDLEOVERS,1,1,1,0,0,6,6,6.0,6.0,6.0,6.0,0,1.0,16.666666666666664,0.0,-0.722620504445314,-1.683244574486556,-1.6324249081532387,-0.5414333106439657,1.9459101490553132,1.9459101490553132,0.6931471805599453,1.9459101490553132,0
E Sebareme,MIDDLEOVERS,1,2,60,12,1,129,138,64.5,69.0,138.0,5.608695652173913,0,2.0,43.47826086956522,9.420289855072465,-0.722620504445314,0.20061577884796444,-0.5585196811512195,-0.6904879954462751,4.182050142641207,4.248495242049359,1.0986122886681096,4.9344739331306915,0
E Sebareme,MIDDLEOVERS,2,10,51,6,1,92,107,9.2,10.7,53.5,5.158878504672897,1,9.0,47.66355140186916,6.5420560747663545,1.3836222061859889,0.4946864275877302,-0.8866359438944678,-0.8618312312470608,2.322387720290225,2.4595888418037104,2.302585092994046,3.9982007016691985,1
E Walker,MIDDLEOVERS,2,1,6,1,2,32,24,32.0,24.0,12.0,8.0,0,0.5,25.0,12.5,-0.722620504445314,-1.097720410612313,-0.2074352800159441,0.22040174501228244,3.4965075614664802,3.2188758248682006,0.4054651081081644,2.5649493574615367,0
EB Ringera,MIDDLEOVERS,1,2,23,4,0,58,54,29.0,27.0,54.0,6.444444444444445,0,2.0,42.5925925925926,7.4074074074074066,-0.722620504445314,0.13838615756664455,-0.787986609997805,-0.3721366316092438,3.4011973816621555,3.332204510175204,1.0986122886681096,4.007333185232471,0
EB Ringera,MIDDLEOVERS,2,3,32,3,1,45,60,15.0,20.0,30.0,4.5,0,1.5,53.333333333333336,6.666666666666667,-0.722620504445314,0.8930617465601125,-0.8724304398133482,-1.1128096023861518,2.772588722239781,3.044522437723423,0.9162907318741551,3.4339872044851463,0
ED Silva,MIDDLEOVERS,2,1,4,0,3,24,12,24.0,12.0,6.0,12.0,0,0.5,33.33333333333333,25.0,-0.722620504445314,-0.5121962467380706,1.2175543481213504,1.7440718563247788,3.2188758248682006,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
EHSN Silva,MIDDLEOVERS,2,1,3,1,1,18,12,18.0,12.0,6.0,9.0,0,0.5,25.0,16.666666666666664,-0.722620504445314,-1.097720410612313,0.26756126269648717,0.6013192728404065,2.9444389791664403,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
EJB Miles,MIDDLEOVERS,1,5,24,4,1,58,60,11.6,12.0,60.0,5.8,1,0.0,40.0,8.333333333333332,1.3836222061859889,-0.04377691563867611,-0.6824318227283758,-0.6176168162095906,2.533696813957432,2.5649493574615367,0.0,4.110873864173311,1
EJB Miles,MIDDLEOVERS,2,9,40,8,0,104,108,11.555555555555555,12.0,54.0,5.777777777777778,1,8.0,37.03703703703704,7.4074074074074066,1.3836222061859889,-0.2519632850161846,-0.787986609997805,-0.6260816501613267,2.5301632413761213,2.5649493574615367,2.1972245773362196,4.007333185232471,1
EMDY Munaweera,MIDDLEOVERS,1,1,2,0,0,11,12,11.0,12.0,12.0,5.5,0,1.0,16.666666666666664,0.0,-0.722620504445314,-1.683244574486556,-1.6324249081532387,-0.7318920745580277,2.4849066497880004,2.5649493574615367,0.6931471805599453,2.5649493574615367,0
Ebadat Hossain,MIDDLEOVERS,1,1,2,1,0,16,12,16.0,12.0,12.0,8.0,0,1.0,16.666666666666664,8.333333333333332,-0.722620504445314,-1.683244574486556,-0.6824318227283758,0.22040174501228244,2.833213344056216,2.5649493574615367,0.6931471805599453,2.5649493574615367,0
Ebadat Hossain,MIDDLEOVERS,2,2,12,3,4,69,42,34.5,21.0,21.0,9.857142857142858,0,1.0,28.57142857142857,16.666666666666664,-0.722620504445314,-0.8467814832376378,0.26756126269648717,0.9278200109787987,3.56953269648137,3.091042453358316,0.6931471805599453,3.091042453358316,0
Ehsan Khan,MIDDLEOVERS,1,10,73,10,6,178,174,17.8,17.4,174.0,6.137931034482758,1,0.0,41.95402298850575,9.195402298850574,1.3836222061859889,0.0935184055456292,-0.5841566759602864,-0.4888929619780178,2.9338568698359033,2.91235066461494,0.0,5.1647859739235145,1
Ehsan Khan,MIDDLEOVERS,2,11,79,15,3,189,200,17.181818181818183,18.181818181818183,100.0,5.67,1,10.0,39.5,9.0,1.3836222061859889,-0.07890836547113067,-0.6064323758943866,-0.6671360948272467,2.900422093749666,2.953962860677696,2.3978952727983707,4.61512051684126,1
Ehsan Nawaz,MIDDLEOVERS,2,1,5,4,0,32,18,32.0,18.0,9.0,10.666666666666666,0,0.5,27.77777777777778,22.22222222222222,-0.722620504445314,-0.9025456893208987,0.9008899863130627,1.236181819220613,3.4965075614664802,2.9444389791664403,0.4054651081081644,2.302585092994046,0
Elias Sunny,MIDDLEOVERS,2,7,26,2,2,41,48,5.857142857142857,6.857142857142857,24.0,5.125,1,6.0,54.16666666666666,8.333333333333332,1.3836222061859889,0.9516141629475359,-0.6824318227283758,-0.8747361474935743,1.9252908618525777,2.0614230361771577,1.9459101490553132,3.2188758248682006,1
F Akankwasa,MIDDLEOVERS,1,9,59,15,6,188,156,20.88888888888889,17.333333333333332,156.0,7.23076923076923,1,0.0,37.82051282051282,13.461538461538462,1.3836222061859889,-0.1969140046519398,-0.0978206932361522,-0.0726117379324287,3.0859791514017694,2.908720896564361,0.0,5.056245805348308,1
F Akankwasa,MIDDLEOVERS,2,7,59,9,2,116,126,16.571428571428573,18.0,63.0,5.523809523809524,1,6.0,46.82539682539682,8.73015873015873,1.3836222061859889,0.4357952566773701,-0.6371940567557632,-0.7228226096097391,2.8662742063171045,2.9444389791664403,1.9459101490553132,4.1588830833596715,1
F Banunaek,MIDDLEOVERS,1,4,28,2,1,54,66,13.5,16.5,66.0,4.909090909090909,1,0.0,42.42424242424242,4.545454545454546,1.3836222061859889,0.12655738657928528,-1.114246861557859,-0.9569797046382829,2.6741486494265287,2.8622008809294686,0.0,4.204692619390966,1
F Banunaek,MIDDLEOVERS,2,1,15,1,0,12,24,12.0,24.0,12.0,3.0,0,0.5,62.5,4.166666666666666,-0.722620504445314,1.5371383268217793,-1.1574283654408073,-1.6841858941283379,2.5649493574615367,3.2188758248682006,0.4054651081081644,2.5649493574615367,0
F Behardien,MIDDLEOVERS,1,3,8,0,0,10,18,3.333333333333333,6.0,18.0,3.333333333333333,0,3.0,44.44444444444444,0.0,-0.722620504445314,0.2685026384275866,-1.6324249081532387,-1.5572133848522967,1.466337068793427,1.9459101490553132,1.3862943611198906,2.9444389791664403,0
F Choudary,MIDDLEOVERS,1,1,5,2,1,19,12,19.0,12.0,12.0,9.5,0,1.0,41.66666666666667,25.0,-0.722620504445314,0.07332791713617277,1.2175543481213504,0.7917780367544686,2.995732273553991,2.5649493574615367,0.6931471805599453,2.5649493574615367,0
F Clarke,MIDDLEOVERS,2,3,14,3,1,38,36,12.666666666666666,12.0,18.0,6.333333333333334,0,1.5,38.88888888888889,11.11111111111111,-0.722620504445314,-0.12184680415524153,-0.365767460920088,-0.4144608013679241,2.614959778036198,2.5649493574615367,0.9162907318741551,2.9444389791664403,0
F Damiao Couana,MIDDLEOVERS,2,1,4,1,0,6,6,6.0,6.0,3.0,6.0,0,0.5,66.66666666666666,16.666666666666664,-0.722620504445314,1.8299004087589001,0.26756126269648717,-0.5414333106439657,1.9459101490553132,1.9459101490553132,0.4054651081081644,1.3862943611198906,0
F Hand,MIDDLEOVERS,1,1,14,7,5,84,48,84.0,48.0,48.0,10.5,0,1.0,29.166666666666668,25.0,-0.722620504445314,-0.8049583286751916,1.2175543481213504,1.1726955645825927,4.442651256490317,3.8918202981106265,0.6931471805599453,3.8918202981106265,0
F Nsubuga,MIDDLEOVERS,1,7,88,10,11,167,168,23.857142857142858,24.0,168.0,5.964285714285714,1,0.0,52.38095238095239,12.5,1.3836222061859889,0.8261446992601993,-0.2074352800159441,-0.5550375080663986,3.2131451501592156,3.2188758248682006,0.0,5.1298987149230735,1
F Nsubuga,MIDDLEOVERS,2,7,71,6,4,108,138,15.428571428571429,19.714285714285715,69.0,4.695652173913044,1,6.0,51.44927536231884,7.246376811594203,1.3836222061859889,0.760682370379849,-0.8063439643055317,-1.038282259984997,2.7990219793079367,3.030823593365261,1.9459101490553132,4.248495242049359,1
F Stoman,MIDDLEOVERS,1,6,46,11,4,103,90,17.166666666666668,15.0,90.0,6.866666666666666,1,0.0,51.11111111111111,16.666666666666664,1.3836222061859889,0.7369219695269806,0.26756126269648717,-0.21130478652625834,2.899588413001089,2.772588722239781,0.0,4.51085950651685,1
F Stoman,MIDDLEOVERS,2,3,22,1,0,55,54,18.33333333333333,18.0,27.0,6.111111111111112,0,1.5,40.74074074074074,1.851851851851852,-0.722620504445314,0.008269676705701006,-1.42131533361438,-0.4991091408852851,2.9618307218783095,2.9444389791664403,0.9162907318741551,3.332204510175204,0
FA Allen,MIDDLEOVERS,1,7,53,19,10,283,216,40.42857142857143,30.857142857142858,216.0,7.861111111111111,1,0.0,24.53703703703704,13.425925925925927,1.3836222061859889,-1.1302495308275484,-0.10188049274651471,0.16749653281393173,3.7239707739252066,3.4612616224048054,0.0,5.37989735354046,1
FA Allen,MIDDLEOVERS,2,2,33,9,3,129,114,64.5,57.0,57.0,6.789473684210526,0,1.0,28.947368421052637,10.526315789473683,-0.722620504445314,-0.8203668593034609,-0.4324336423534118,-0.24070894656913117,4.182050142641207,4.060443010546419,0.6931471805599453,4.060443010546419,0
FA Cossa,MIDDLEOVERS,1,6,36,11,2,140,114,23.33333333333333,19.0,114.0,7.368421052631579,1,0.0,31.57894736842105,11.403508771929824,1.3836222061859889,-0.6354644917642268,-0.3324343702034262,-0.02017774624758547,3.1918471524802814,2.995732273553991,0.0,4.74493212836325,1
FA Cossa,MIDDLEOVERS,2,2,19,4,1,65,60,32.5,30.0,30.0,6.5,0,1.0,31.666666666666664,8.333333333333332,-0.722620504445314,-0.629301079512919,-0.6824318227283758,-0.3509745467299037,3.5115454388310208,3.4339872044851463,0.6931471805599453,3.4339872044851463,0
FH Edwards,MIDDLEOVERS,1,3,17,7,5,84,48,28.0,16.0,48.0,10.5,0,3.0,35.41666666666667,25.0,-0.722620504445314,-0.3658152057695093,1.2175543481213504,1.1726955645825927,3.367295829986474,2.833213344056216,1.3862943611198906,3.8918202981106265,0
FH Edwards,MIDDLEOVERS,2,1,18,8,2,72,48,72.0,48.0,24.0,9.0,0,0.5,37.5,20.833333333333336,-0.722620504445314,-0.21943416480094893,0.7425578054089192,0.6013192728404065,4.290459441148391,3.8918202981106265,0.4054651081081644,3.2188758248682006,0
FJ Klaassen,MIDDLEOVERS,1,1,14,5,0,63,54,63.0,54.0,54.0,7.0,0,1.0,25.925925925925924,9.25925925925926,-0.722620504445314,-1.032662170181842,-0.5768770354589464,-0.16051578281584164,4.1588830833596715,4.007333185232471,0.6931471805599453,4.007333185232471,0
FJ Klaassen,MIDDLEOVERS,2,6,32,9,2,108,93,18.0,15.5,46.5,6.967741935483872,1,5.0,34.40860215053764,11.827956989247312,1.3836222061859889,-0.43664474172203865,-0.28404762561472335,-0.17280344500384529,2.9444389791664403,2.803360380906535,1.791759469228055,3.8607297110405954,1
Faheem Ashraf,MIDDLEOVERS,1,8,48,20,4,215,174,26.875,21.75,174.0,7.413793103448276,1,0.0,27.58620689655172,13.79310344827586,1.3836222061859889,-0.9160060149272037,-0.060022559863810485,-0.0028947368179972157,3.3277302297802827,3.1245651453969594,0.0,5.1647859739235145,1
Faheem Ashraf,MIDDLEOVERS,2,7,60,28,6,254,184,36.285714285714285,26.285714285714285,92.0,8.282608695652174,1,6.0,32.608695652173914,18.47826086956521,1.3836222061859889,-0.563111391422787,0.4740814986584135,0.3280523507028392,3.6186102582673803,3.3063632789913164,1.9459101490553132,4.532599493153256,1
Faheem Nazir,MIDDLEOVERS,1,2,32,3,4,64,60,32.0,30.0,60.0,6.4,0,2.0,53.333333333333336,11.666666666666666,-0.722620504445314,0.8930617465601125,-0.3024345885584305,-0.38906629951271593,3.4965075614664802,3.4339872044851463,1.0986122886681096,4.110873864173311,0
Faheem Nazir,MIDDLEOVERS,2,1,7,3,2,42,24,42.0,24.0,12.0,10.5,0,0.5,29.166666666666668,20.833333333333336,-0.722620504445314,-0.8049583286751916,0.7425578054089192,1.1726955645825927,3.7612001156935624,3.2188758248682006,0.4054651081081644,2.5649493574615367,0
Faisal Khan,MIDDLEOVERS,1,1,17,7,5,92,54,92.0,54.0,54.0,10.22222222222222,0,1.0,31.48148148148148,22.22222222222222,-0.722620504445314,-0.6423127275990131,0.9008899863130627,1.0668851401858905,4.532599493153256,4.007333185232471,0.6931471805599453,4.007333185232471,0
Fakhrul Mohon,MIDDLEOVERS,1,1,8,1,0,8,12,8.0,12.0,12.0,4.0,0,1.0,66.66666666666666,8.333333333333332,-0.722620504445314,1.8299004087589001,-0.6824318227283758,-1.3032683663002138,2.1972245773362196,2.5649493574615367,0.6931471805599453,2.5649493574615367,0
Fanyan Mughal,MIDDLEOVERS,1,1,15,2,0,35,42,35.0,42.0,42.0,5.0,0,1.0,35.714285714285715,4.761904761904762,-0.722620504445314,-0.3449036284882866,-1.0895717164818886,-0.9223508384720898,3.58351893845611,3.7612001156935624,0.6931471805599453,3.7612001156935624,0
Fanyan Mughal,MIDDLEOVERS,2,3,23,3,3,52,48,17.333333333333332,16.0,24.0,6.5,0,1.5,47.91666666666667,12.5,-0.722620504445314,0.5124710400418548,-0.2074352800159441,-0.3509745467299037,2.908720896564361,2.833213344056216,0.9162907318741551,3.2188758248682006,0
Fareed Ahmad,MIDDLEOVERS,1,3,6,1,2,25,18,8.333333333333334,6.0,18.0,8.333333333333332,0,3.0,33.33333333333333,16.666666666666664,-0.722620504445314,-0.5121962467380706,0.26756126269648717,0.34737425428832336,2.2335922215070942,1.9459101490553132,1.3862943611198906,2.9444389791664403,0
Fareed Ahmad,MIDDLEOVERS,2,6,33,16,4,157,106,26.166666666666668,17.666666666666668,53.0,8.88679245283019,1,5.0,31.132075471698112,18.867924528301888,1.3836222061859889,-0.6668630070067383,0.5185028324313571,0.5581965338409964,3.3019907315787074,2.9267394020670396,1.791759469228055,3.9889840465642745,1
Farhad Reza,MIDDLEOVERS,1,1,17,8,7,139,84,139.0,84.0,84.0,9.928571428571429,0,1.0,20.23809523809524,17.857142857142858,-0.722620504445314,-1.4323056471118802,0.40327456061432504,0.9550284058236647,4.941642422609304,4.442651256490317,0.6931471805599453,4.442651256490317,0
Farhan Ahmed,MIDDLEOVERS,2,1,2,1,0,15,12,15.0,12.0,6.0,7.5,0,0.5,16.666666666666664,8.333333333333332,-0.722620504445314,-1.683244574486556,-0.6824318227283758,0.0299429810982204,2.772588722239781,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
Farzan Afzal,MIDDLEOVERS,1,4,36,2,0,46,72,11.5,18.0,72.0,3.833333333333333,1,0.0,50.0,2.7777777777777777,1.3836222061859889,0.6588520810104153,-1.315760546344951,-1.3667546209382346,2.5257286443082556,2.9444389791664403,0.0,4.290459441148391,1
Fawad Ahmed,MIDDLEOVERS,1,1,4,1,0,17,18,17.0,18.0,18.0,5.666666666666666,0,1.0,22.22222222222222,5.555555555555555,-0.722620504445314,-1.2928951319037274,-0.9990961845366634,-0.6684058199200072,2.8903717578961645,2.9444389791664403,0.6931471805599453,2.9444389791664403,0
Fawad Alam,MIDDLEOVERS,1,3,17,0,2,44,42,14.666666666666666,14.0,42.0,6.285714285714287,0,3.0,40.47619047619048,4.761904761904762,-0.722620504445314,-0.010318391988718999,-1.0895717164818886,-0.4325997312645011,2.751535313041949,2.70805020110221,1.3862943611198906,3.7612001156935624,0
Fawad Alam,MIDDLEOVERS,2,1,3,2,1,22,12,22.0,12.0,6.0,11.0,0,0.5,25.0,25.0,-0.722620504445314,-1.097720410612313,1.2175543481213504,1.3631543284966547,3.1354942159291497,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
Fayyaz Ahmed,MIDDLEOVERS,2,1,4,1,0,11,12,11.0,12.0,6.0,5.5,0,0.5,33.33333333333333,8.333333333333332,-0.722620504445314,-0.5121962467380706,-0.6824318227283758,-0.7318920745580277,2.4849066497880004,2.5649493574615367,0.4054651081081644,1.9459101490553132,0
Fayyaz Butt,MIDDLEOVERS,1,6,43,11,6,130,102,21.666666666666668,17.0,102.0,7.647058823529411,1,0.0,42.15686274509804,16.666666666666664,1.3836222061859889,0.10777051501112786,0.26756126269648717,0.08596026460235609,3.120895416507997,2.8903717578961645,0.0,4.634728988229636,1
Fazil Rahman,MIDDLEOVERS,1,1,5,2,0,25,18,25.0,18.0,18.0,8.333333333333332,0,1.0,27.77777777777778,11.11111111111111,-0.722620504445314,-0.9025456893208987,-0.365767460920088,0.34737425428832336,3.258096538021482,2.9444389791664403,0.6931471805599453,2.9444389791664403,0
Fazil Rahman,MIDDLEOVERS,2,1,3,1,0,6,6,6.0,6.0,3.0,6.0,0,0.5,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,-0.5414333106439657,1.9459101490553132,1.9459101490553132,0.4054651081081644,1.3862943611198906,0
Festus Benn,MIDDLEOVERS,1,2,14,1,1,29,30,14.5,15.0,30.0,5.8,0,2.0,46.66666666666666,6.666666666666667,-0.722620504445314,0.42464241546071746,-0.8724304398133482,-0.6176168162095906,2.740840023925201,2.772588722239781,1.0986122886681096,3.4339872044851463,0
Fitri Sham,MIDDLEOVERS,1,5,56,5,7,187,162,37.4,32.4,162.0,6.925925925925926,1,0.0,34.5679012345679,7.4074074074074066,1.3836222061859889,-0.42545192616410865,-0.787986609997805,-0.1887318959882954,3.648057459593681,3.5085558999826545,0.0,5.093750200806762,1
Fitri Sham,MIDDLEOVERS,2,10,82,6,5,172,192,17.2,19.2,96.0,5.375,1,9.0,42.70833333333333,5.729166666666666,1.3836222061859889,0.14651843762045247,-0.9793046619236454,-0.7795067655365433,2.9014215940827497,3.005682604407159,2.302585092994046,4.574710978503383,1
G Bakiweyem,MIDDLEOVERS,2,2,15,4,0,45,42,22.5,21.0,21.0,6.428571428571429,0,1.0,35.714285714285715,9.523809523809524,-0.722620504445314,-0.3449036284882866,-0.5467185248105381,-0.37818294157476956,3.157000421150113,3.091042453358316,0.6931471805599453,3.091042453358316,0
G Chohan,MIDDLEOVERS,1,1,12,7,0,72,48,72.0,48.0,48.0,9.0,0,1.0,25.0,14.583333333333334,-0.722620504445314,-1.097720410612313,0.03006299134027172,0.6013192728404065,4.290459441148391,3.8918202981106265,0.6931471805599453,3.8918202981106265,0
