Bowler,Cluster,DPPI_Bowl
Abdullah Akbarjan,1,0.6696058508873344
P Koech,1,0.6692986176987146
D Ravu,1,0.6676419367791252
HV Patel,1,0.6669851748789354
N M'shangwe,1,0.6651355081653454
S Conteh,1,0.6650709386300582
Baz Aybui,1,0.6647904058980316
PVD Chameera,1,0.6633215265292098
VR Iyer,1,0.6628349113640888
Lucky Ali,1,0.6626015859107461
Dawood Ahmadzai,1,0.6618454905922555
LV van Beek,1,0.6605040199916994
SS Cottrell,1,0.660035037498933
JR Hazlewood,1,0.6596680325474653
JO Adedeji,1,0.6592988352896453
R Abdulkareem,1,0.6582655188206195
TA Boult,1,0.6579891126178666
Nasir Hossain,1,0.6577615146325981
D Heyliger,1,0.6577382440709207
Pavandeep Singh,1,0.6568239997745052
LA Dawson,1,0.6545794832534657
MTMMJ Ave,1,0.6527101639017708
JEC Franklin,1,0.6504113233127479
R Nehonde,1,0.6489944425146559
SA Okpe,1,0.6486561988835345
CD de Lange,1,0.6482286786463063
Waseeq Ahmed,1,0.646597715338147
TK Patel,1,0.6459827601428376
S Veerapathiran,1,0.6455967663687691
RJ Peterson,1,0.6449363113803341
AC Evans,1,0.6444666101345483
E Rukiriza,1,0.6440258087322608
M Taylor,1,0.6427181847723022
Ahsan Malik,1,0.642679966828033
Salman Nazar,1,0.6415982203829799
SA Ahmad,1,0.6406411754538199
J Singye,1,0.6375520498072957
Ijaz Hussain,1,0.6373231136954431
Salman Nazar,1,0.635819674225919
MJ McClenaghan,1,0.6346564611523453
SR Clark,1,0.634629632796078
Washeem Abbas,1,0.6345916774843078
Al-Amin Hossain,1,0.6343163815799667
Irfan Hafejee,1,0.6333285051560621
Sazib Bhuiyan,1,0.6310288487054628
LM Jongwe,1,0.6305592421354289
Shariz Ahmad,1,0.6299254815369772
JS Patel,1,0.6298611156871252
NM Coulter-Nile,1,0.6285897073065243
AK Markram,1,0.6284947615744848
I Elec,1,0.6280798427754667
V Shankar,1,0.6261992610102718
Arafat Sunny,1,0.623727853110158
AA Gajic,1,0.621326085786008
HAM Shah,1,0.6211579083234327
CW Perchard,1,0.6206530622284739
BMAJ Mendis,1,0.6182994203109803
RDB Ahir,1,0.6178077808443624
Mohammad Asaduzzaman,1,0.6176829714955865
DM de Silva,1,0.6176511616448549
ACF Stokes,1,0.6157570991594051
M Cope,1,0.6156448098492726
NO Miller,1,0.6155905857401897
D Wotu,1,0.6104123080744241
WK McCallan,1,0.6098928709426495
Abdul-Shakoor Rahimzei,1,0.6085915542958475
Ravi Bishnoi,1,0.6080270142058175
RJ Nicol,1,0.6067233257513325
J Mulder,1,0.606448675641342
LN Rajbanshi,1,0.6042792125928649
Iqbal Hussain,1,0.6034139956890242
Farzan Afzal,1,0.6031107358163968
Amjad Javed,1,0.6021183280267413
Noor Ahmad,1,0.5994652099115351
E Mathew,1,0.5979856941930101
SH Obed,1,0.5975633044117709
E Niyomugabo,1,0.5957108564790728
Jaspreet Singh,1,0.5955328225638122
