Bowler,Match Phase,Innings,Wkt,Dot balls,4s,6s,Runs Conceded,No of Balls,BA,SR,BBI,ECON,BWI,SPI,DBP,BP,BWI_normalized,DBP_normalized,BP_normalized,Econ_normalized,BA_log,SR_log,SPI_log,BBI_log,Cluster
Janak Prakash,POWERPLAY,1,4,35,16,2,144,90,36.0,22.5,90.0,9.6,1,0.0,38.88888888888889,20.0,1.3836222061859889,-0.12184680415524153,0.6475584968664326,0.8298697895372809,3.6109179126442243,3.157000421150113,0.0,4.51085950651685,0
Janak Prakash,POWERPLAY,2,9,78,27,15,278,169,30.88888888888889,18.77777777777778,84.5,9.8698224852071,1,8.0,46.15384615384615,24.85207100591716,1.3836222061859889,0.38861015922230313,1.200690565539844,0.9326499035548103,3.462257638423402,2.984558972955866,2.1972245773362196,4.448516375942715,0
Jandu Hamoud,POWERPLAY,2,2,4,4,1,22,12,11.0,6.0,6.0,11.0,0,1.0,33.33333333333333,41.66666666666667,-0.722620504445314,-0.5121962467380706,3.1175405189710768,1.3631543284966547,2.4849066497880004,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
Jasdeep Singh,POWERPLAY,1,3,19,6,2,47,36,15.666666666666666,12.0,36.0,7.833333333333334,0,3.0,52.77777777777778,22.22222222222222,-0.722620504445314,0.8540268023018295,0.9008899863130627,0.15691549037426197,2.8134107167600364,2.5649493574615367,1.3862943611198906,3.6109179126442243,1
Jaspreet Singh,POWERPLAY,1,1,18,3,3,37,30,37.0,30.0,30.0,7.4,0,1.0,60.0,20.0,-0.722620504445314,1.3614810776595065,0.6475584968664326,-0.008148771684591872,3.6375861597263857,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
Jaspreet Singh,POWERPLAY,2,3,15,6,0,39,36,13.0,12.0,18.0,6.5,0,1.5,41.66666666666667,16.666666666666664,-0.722620504445314,0.07332791713617277,0.26756126269648717,-0.3509745467299037,2.639057329615259,2.5649493574615367,0.9162907318741551,2.9444389791664403,1
Jaweed Sadran,POWERPLAY,2,1,14,2,0,21,24,21.0,24.0,12.0,5.25,0,0.5,58.333333333333336,8.333333333333332,-0.722620504445314,1.244376244884658,-0.6824318227283758,-0.8271214565150588,3.091042453358316,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
Junaid Khan,POWERPLAY,1,5,91,10,2,108,144,21.6,28.8,144.0,4.5,1,0.0,63.19444444444444,8.333333333333332,1.3836222061859889,1.5859320071446328,-0.6824318227283758,-1.1128096023861518,3.1179499062782403,3.3945083935113587,0.0,4.976733742420574,0
Junaid Khan,POWERPLAY,2,12,77,22,5,185,144,15.416666666666666,12.0,72.0,7.708333333333334,1,11.0,53.47222222222222,18.75,1.3836222061859889,0.902820482624683,0.5050595340527032,0.10930079939574647,2.798297078949988,2.5649493574615367,2.4849066497880004,4.290459441148391,0
Junaid Sheikh,POWERPLAY,2,1,7,7,0,32,18,32.0,18.0,9.0,10.666666666666666,0,0.5,38.88888888888889,38.88888888888889,-0.722620504445314,-0.12184680415524153,2.800876157162789,1.236181819220613,3.4965075614664802,2.9444389791664403,0.4054651081081644,2.302585092994046,1
Junaid Siddique,POWERPLAY,1,5,70,19,3,154,138,30.8,27.6,138.0,6.695652173913044,1,0.0,50.72463768115942,15.942028985507244,1.3836222061859889,0.7097672256951321,0.1849531683117165,-0.2764472043287488,3.459466289786131,3.353406717825807,0.0,4.9344739331306915,0
Junaid Siddique,POWERPLAY,2,12,101,34,5,260,216,21.666666666666668,18.0,108.0,7.222222222222222,1,11.0,46.75925925925926,18.055555555555557,1.3836222061859889,0.43114823950376524,0.4258934436006314,-0.07586744329848069,3.120895416507997,2.9444389791664403,2.4849066497880004,4.6913478822291435,0
Junaid Siddiqui,POWERPLAY,1,5,64,18,2,137,126,27.4,25.2,126.0,6.523809523809524,1,0.0,50.79365079365079,15.873015873015872,1.3836222061859889,0.7146162870936762,0.17708573075126222,-0.34190508178161505,3.3463891451671604,3.265759410767051,0.0,4.844187086458591,0
Junaid Siddiqui,POWERPLAY,2,7,61,11,2,101,120,14.428571428571429,17.142857142857142,60.0,5.05,1,6.0,50.83333333333333,10.833333333333334,1.3836222061859889,0.7174044973978392,-0.39743389710091664,-0.9033049620806837,2.7362210780689065,2.8982769374032777,1.9459101490553132,4.110873864173311,0
K Christie,POWERPLAY,2,2,36,10,0,76,78,38.0,39.0,39.0,5.846153846153846,0,1.0,46.15384615384615,12.82051282051282,-0.722620504445314,0.38861015922230313,-0.17089708442268028,-0.600036007232908,3.6635616461296463,3.6888794541139363,0.6931471805599453,3.6888794541139363,1
K Fletcher,POWERPLAY,1,3,45,11,2,97,90,32.333333333333336,30.0,90.0,6.466666666666667,0,3.0,50.0,14.444444444444445,-0.722620504445314,0.6588520810104153,0.014229773249857292,-0.3636717976575078,3.506557897319982,3.4339872044851463,1.3862943611198906,4.51085950651685,1
K Fletcher,POWERPLAY,2,1,9,4,0,24,18,24.0,18.0,9.0,8.0,0,0.5,50.0,22.22222222222222,-0.722620504445314,0.6588520810104153,0.9008899863130627,0.22040174501228244,3.2188758248682006,2.9444389791664403,0.4054651081081644,2.302585092994046,1
K Gilham,POWERPLAY,1,4,31,6,2,60,54,15.0,13.5,54.0,6.666666666666667,1,0.0,57.407407407407405,14.814814814814811,1.3836222061859889,1.1793180044541864,0.05645168815762856,-0.28748829209188287,2.772588722239781,2.6741486494265287,0.0,4.007333185232471,0
K Gore,POWERPLAY,1,4,18,1,1,24,30,6.0,7.5,30.0,4.800000000000001,1,0.0,60.0,6.666666666666667,1.3836222061859889,1.3614810776595065,-0.8724304398133482,-0.9985343440377143,1.9459101490553132,2.1400661634962708,0.0,3.4339872044851463,0
K Hinds,POWERPLAY,1,3,31,5,1,38,48,12.666666666666666,16.0,48.0,4.75,0,3.0,64.58333333333334,12.5,-0.722620504445314,1.6835193677903406,-0.2074352800159441,-1.0175802204291209,2.614959778036198,2.833213344056216,1.3862943611198906,3.8918202981106265,1
K Irakoze,POWERPLAY,1,1,20,6,0,40,36,40.0,36.0,36.0,6.666666666666667,0,1.0,55.55555555555556,16.666666666666664,-0.722620504445314,1.049201523593244,0.26756126269648717,-0.28748829209188287,3.713572066704308,3.6109179126442243,0.6931471805599453,3.6109179126442243,1
K Irakoze,POWERPLAY,2,3,35,15,3,101,72,33.666666666666664,24.0,36.0,8.416666666666666,0,1.5,48.61111111111111,25.0,-0.722620504445314,0.5612647203647078,1.2175543481213504,0.37911738160733394,3.545778610473263,3.2188758248682006,0.9162907318741551,3.6109179126442243,1
K Kubota,POWERPLAY,1,1,4,1,0,5,6,5.0,6.0,6.0,5.0,0,1.0,66.66666666666666,16.666666666666664,-0.722620504445314,1.8299004087589001,0.26756126269648717,-0.9223508384720898,1.791759469228055,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
K Kubota,POWERPLAY,2,4,12,2,0,15,18,3.75,4.5,9.0,5.0,1,3.0,66.66666666666666,11.11111111111111,1.3836222061859889,1.8299004087589001,-0.365767460920088,-0.9223508384720898,1.55814461804655,1.7047480922384253,1.3862943611198906,2.302585092994046,0
K Mendon,POWERPLAY,1,1,4,1,0,5,6,5.0,6.0,6.0,5.0,0,1.0,66.66666666666666,16.666666666666664,-0.722620504445314,1.8299004087589001,0.26756126269648717,-0.9223508384720898,1.791759469228055,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
K Mirpuri,POWERPLAY,2,1,22,11,1,77,54,77.0,54.0,27.0,8.555555555555555,0,0.5,40.74074074074074,22.22222222222222,-0.722620504445314,0.008269676705701006,0.9008899863130627,0.43202259380568464,4.356708826689592,4.007333185232471,0.4054651081081644,3.332204510175204,1
K Nestor,POWERPLAY,1,2,23,8,1,71,54,35.5,27.0,54.0,7.888888888888889,0,2.0,42.5925925925926,16.666666666666664,-0.722620504445314,0.13838615756664455,0.26756126269648717,0.17807757525360213,3.597312260588446,3.332204510175204,1.0986122886681096,4.007333185232471,1
K Nestor,POWERPLAY,2,2,33,10,5,115,78,57.5,39.0,39.0,8.846153846153847,0,1.0,42.30769230769231,19.230769230769237,-0.722620504445314,0.11836823743419105,0.5598668274425999,0.5427165762514645,4.069026754237811,3.6888794541139363,0.6931471805599453,3.6888794541139363,1
K Nima,POWERPLAY,2,1,5,3,0,22,18,22.0,18.0,9.0,7.333333333333334,0,0.5,27.77777777777778,16.666666666666664,-0.722620504445314,-0.9025456893208987,0.26756126269648717,-0.03354327353980005,3.1354942159291497,2.9444389791664403,0.4054651081081644,2.302585092994046,1
K Pierre,POWERPLAY,1,1,9,6,5,85,42,85.0,42.0,42.0,12.142857142857142,0,1.0,21.428571428571427,26.190476190476197,-0.722620504445314,-1.3486593379869887,1.3532676460391888,1.7984886460145106,4.454347296253507,3.7612001156935624,0.6931471805599453,3.7612001156935624,1
K Pierre,POWERPLAY,2,1,15,3,1,27,24,27.0,24.0,12.0,6.75,0,0.5,62.5,16.666666666666664,-0.722620504445314,1.5371383268217793,0.26756126269648717,-0.2557451647728727,3.332204510175204,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
K Rabada,POWERPLAY,1,15,148,49,14,413,318,27.53333333333333,21.2,318.0,7.792452830188679,1,0.0,46.540880503144656,19.81132075471698,1.3836222061859889,0.4158043148739372,0.6260492194605867,0.14134339018003003,3.3510729944795865,3.100092288878234,0.0,5.765191102784844,0
K Rabada,POWERPLAY,2,13,140,50,16,420,306,32.30769230769231,23.53846153846154,153.0,8.235294117647058,1,12.0,45.751633986928105,21.568627450980397,1.3836222061859889,0.36034956609413465,0.8263807247111133,0.31002939861889955,3.505788370540953,3.200241745323308,2.5649493574615367,5.0369526024136295,0
K Santokie,POWERPLAY,1,3,16,6,2,56,42,18.666666666666668,14.0,42.0,8.0,0,3.0,38.095238095238095,19.047619047619047,-0.722620504445314,-0.17761101023850304,0.5389878585321626,0.22040174501228244,2.9789251552376097,2.70805020110221,1.3862943611198906,3.7612001156935624,1
K Santokie,POWERPLAY,2,5,43,6,5,81,72,16.2,14.4,36.0,6.75,1,4.0,59.72222222222222,15.27777777777778,1.3836222061859889,1.341963605530365,0.10922908179234386,-0.2557451647728727,2.8449093838194073,2.7343675094195836,1.6094379124341003,3.6109179126442243,0
K Senamontree,POWERPLAY,2,1,16,6,2,52,35,52.0,35.0,17.5,8.914285714285715,0,0.5,45.71428571428572,22.857142857142858,-0.722620504445314,0.3577253681608052,0.9732704118692429,0.5686691990265674,3.970291913552122,3.58351893845611,0.4054651081081644,2.917770732084279,1
K Sinclair,POWERPLAY,1,2,18,7,1,88,66,44.0,33.0,66.0,8.0,0,2.0,27.27272727272727,12.12121212121212,-0.722620504445314,-0.9380320022829743,-0.25061678389889264,0.22040174501228244,3.8066624897703196,3.5263605246161616,1.0986122886681096,4.204692619390966,1
K Vislapuu,POWERPLAY,1,1,14,0,0,24,30,24.0,30.0,30.0,4.800000000000001,0,1.0,46.66666666666666,0.0,-0.722620504445314,0.42464241546071746,-1.6324249081532387,-0.9985343440377143,3.2188758248682006,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
K Waiswa,POWERPLAY,1,2,24,3,1,27,36,13.5,18.0,36.0,4.5,0,2.0,66.66666666666666,11.11111111111111,-0.722620504445314,1.8299004087589001,-0.365767460920088,-1.1128096023861518,2.6741486494265287,2.9444389791664403,1.0986122886681096,3.6109179126442243,1
KA Jamieson,POWERPLAY,2,4,31,9,5,95,60,23.75,15.0,30.0,9.5,1,3.0,51.66666666666667,23.33333333333333,1.3836222061859889,0.7759569137852641,1.0275557310363772,0.7917780367544686,3.2088254890146994,2.772588722239781,1.3862943611198906,3.4339872044851463,0
KA Maharaj,POWERPLAY,2,3,20,6,0,59,54,19.666666666666668,18.0,27.0,6.555555555555555,0,1.5,37.03703703703704,11.11111111111111,-0.722620504445314,-0.2519632850161846,-0.365767460920088,-0.3298124618505635,3.028522096376982,2.9444389791664403,0.9162907318741551,3.332204510175204,1
KA Pollard,POWERPLAY,1,2,10,6,1,39,24,19.5,12.0,24.0,9.75,0,2.0,41.66666666666667,29.166666666666668,-0.722620504445314,0.07332791713617277,1.692550890833782,0.8870074187114996,3.0204248861443626,2.5649493574615367,1.0986122886681096,3.2188758248682006,1
KAJ Roach,POWERPLAY,1,2,40,4,1,58,66,29.0,33.0,66.0,5.2727272727272725,0,2.0,60.60606060606061,7.575757575757576,-0.722620504445314,1.404064653213997,-0.7687948304942722,-0.8184642399735106,3.4011973816621555,3.5263605246161616,1.0986122886681096,4.204692619390966,1
KAJ Roach,POWERPLAY,2,3,31,7,3,58,48,19.33333333333333,16.0,24.0,7.25,0,1.5,64.58333333333334,20.833333333333336,-0.722620504445314,1.6835193677903406,0.7425578054089192,-0.06528640085881061,3.0122615755052013,2.833213344056216,0.9162907318741551,3.2188758248682006,1
KB Ahir,POWERPLAY,1,3,26,8,0,46,48,15.333333333333334,16.0,48.0,5.75,0,3.0,54.16666666666666,16.666666666666664,-0.722620504445314,0.9516141629475359,0.26756126269648717,-0.6366626926009967,2.793208009442517,2.833213344056216,1.3862943611198906,3.8918202981106265,1
KB Ahir,POWERPLAY,2,1,17,1,1,18,24,18.0,24.0,12.0,4.5,0,0.5,70.83333333333334,8.333333333333332,-0.722620504445314,2.122662490696023,-0.6824318227283758,-1.1128096023861518,2.9444389791664403,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
KC Hodsoll,POWERPLAY,2,1,6,1,0,9,12,9.0,12.0,6.0,4.5,0,0.5,50.0,8.333333333333332,-0.722620504445314,0.6588520810104153,-0.6824318227283758,-1.1128096023861518,2.302585092994046,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
KC Ramamoorthy,POWERPLAY,1,1,3,3,0,18,12,18.0,12.0,12.0,9.0,0,1.0,25.0,25.0,-0.722620504445314,-1.097720410612313,1.2175543481213504,0.6013192728404065,2.9444389791664403,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
KC Ramamoorthy,POWERPLAY,2,2,6,1,0,11,12,5.5,6.0,6.0,5.5,0,1.0,50.0,8.333333333333332,-0.722620504445314,0.6588520810104153,-0.6824318227283758,-0.7318920745580277,1.8718021769015913,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
KD Mills,POWERPLAY,1,10,118,40,14,337,246,33.7,24.6,246.0,8.21951219512195,1,0.0,47.96747967479675,21.951219512195124,1.3836222061859889,0.5160413093337707,0.8699959022342056,0.30401778770626064,3.5467396869528134,3.242592351485517,0.0,5.5093883366279774,0
KD Mills,POWERPLAY,2,18,132,36,11,338,270,18.77777777777778,15.0,135.0,7.511111111111111,1,17.0,48.888888888888886,17.40740740740741,1.3836222061859889,0.5807821924938493,0.3520050925120309,0.03417539807408843,2.984558972955866,2.772588722239781,2.8903717578961645,4.912654885736052,0
KD Shah,POWERPLAY,1,5,67,18,1,129,132,25.8,26.4,132.0,5.863636363636363,1,0.0,50.75757575757576,14.393939393939394,1.3836222061859889,0.7120815504535282,0.008472239398797555,-0.5933766098932555,3.288401887516811,3.3105430133940246,0.0,4.890349128221754,0
KD Shah,POWERPLAY,2,6,41,15,4,114,84,19.0,14.0,42.0,8.142857142857142,1,5.0,48.80952380952381,22.61904761904762,1.3836222061859889,0.5752057718855235,0.9461277522856755,0.2748185347020142,2.995732273553991,2.70805020110221,1.791759469228055,3.7612001156935624,0
KDA Lukies,POWERPLAY,1,2,29,4,2,46,48,23.0,24.0,48.0,5.75,0,2.0,60.41666666666666,12.5,-0.722620504445314,1.390757285853218,-0.2074352800159441,-0.6366626926009967,3.1780538303479458,3.2188758248682006,1.0986122886681096,3.8918202981106265,1
KDA Lukies,POWERPLAY,2,4,12,1,0,8,18,2.0,4.5,9.0,2.6666666666666665,1,3.0,66.66666666666666,5.555555555555555,1.3836222061859889,1.8299004087589001,-0.9990961845366634,-1.8111584034043795,1.0986122886681096,1.7047480922384253,1.3862943611198906,2.302585092994046,0
KH Pandya,POWERPLAY,1,2,8,1,5,46,24,23.0,12.0,24.0,11.5,0,2.0,33.33333333333333,25.0,-0.722620504445314,-0.5121962467380706,1.2175543481213504,1.5536130924107168,3.1780538303479458,2.5649493574615367,1.0986122886681096,3.2188758248682006,1
KH Pandya,POWERPLAY,2,1,3,1,0,16,12,16.0,12.0,6.0,8.0,0,0.5,25.0,8.333333333333332,-0.722620504445314,-1.097720410612313,-0.6824318227283758,0.22040174501228244,2.833213344056216,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
KJ Abbott,POWERPLAY,2,4,59,18,8,181,126,45.25,31.5,63.0,8.619047619047619,1,3.0,46.82539682539682,20.634920634920636,1.3836222061859889,0.4357952566773701,0.7199389224226128,0.45620783366778767,3.834061463958434,3.481240089335692,1.3862943611198906,4.1588830833596715,0
KJ Ferrary,POWERPLAY,2,1,3,1,1,11,6,11.0,6.0,3.0,11.0,0,0.5,50.0,33.33333333333333,-0.722620504445314,0.6588520810104153,2.1675474335462126,1.3631543284966547,2.4849066497880004,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
KJ O'Brien,POWERPLAY,1,3,34,9,4,93,78,31.0,26.0,78.0,7.153846153846153,0,3.0,43.58974358974359,16.666666666666664,-0.722620504445314,0.20844887803022857,0.26756126269648717,-0.10191308622689968,3.4657359027997265,3.295836866004329,1.3862943611198906,4.3694478524670215,1
KJ O'Brien,POWERPLAY,2,3,19,9,2,69,48,23.0,16.0,24.0,8.625,0,1.5,39.58333333333333,22.916666666666664,-0.722620504445314,-0.07305312383238859,0.9800560767651344,0.45847519990485996,3.1780538303479458,2.833213344056216,0.9162907318741551,3.2188758248682006,1
KJ Patel,POWERPLAY,1,1,3,1,0,7,6,7.0,6.0,6.0,7.0,0,1.0,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,-0.16051578281584164,2.0794415416798357,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
KK Ahmed,POWERPLAY,1,3,46,19,4,140,102,46.66666666666666,34.0,102.0,8.235294117647058,0,3.0,45.09803921568628,22.54901960784314,-0.722620504445314,0.3144261022608609,0.938144617114038,0.31002939861889955,3.8642323415917974,3.5553480614894135,1.3862943611198906,4.634728988229636,1
KK Ahmed,POWERPLAY,2,2,20,8,0,41,36,20.5,18.0,18.0,6.833333333333333,0,1.0,55.55555555555556,22.22222222222222,-0.722620504445314,1.049201523593244,0.9008899863130627,-0.22400203745386243,3.068052935133617,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
KK Dobell,POWERPLAY,2,2,14,4,0,29,24,14.5,12.0,12.0,7.25,0,1.0,58.333333333333336,16.666666666666664,-0.722620504445314,1.244376244884658,0.26756126269648717,-0.06528640085881061,2.740840023925201,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
KK Tillett,POWERPLAY,2,1,3,3,5,50,14,50.0,14.0,7.0,21.42857142857143,0,0.5,21.428571428571427,57.14285714285714,-0.722620504445314,-1.3486593379869887,4.8818133919029645,5.335579975847092,3.9318256327243257,2.70805020110221,0.4054651081081644,2.0794415416798357,1
KM Jarvis,POWERPLAY,1,4,61,18,6,175,132,43.75,33.0,132.0,7.954545454545454,1,0.0,46.21212121212121,18.181818181818183,1.3836222061859889,0.3927047337948502,0.4402872782282809,0.20308731192918572,3.801091444720864,3.5263605246161616,0.0,4.890349128221754,0
KM Jarvis,POWERPLAY,2,5,54,24,5,169,114,33.8,22.8,57.0,8.894736842105264,1,4.0,47.368421052631575,25.438596491228072,1.3836222061859889,0.47394971347118037,1.2675539841963435,0.5612226909637621,3.5496173867804286,3.169685580677429,1.6094379124341003,4.060443010546419,0
KMA Paul,POWERPLAY,1,4,31,11,2,94,66,23.5,16.5,66.0,8.545454545454547,1,0.0,46.96969696969697,19.696969696969692,1.3836222061859889,0.44593420323796323,0.6130132937600734,0.4281749420094415,3.1986731175506815,2.8622008809294686,0.0,4.204692619390966,0
KMA Paul,POWERPLAY,2,2,18,7,1,46,36,23.0,18.0,18.0,7.666666666666666,0,1.0,50.0,22.22222222222222,-0.722620504445314,0.6588520810104153,0.9008899863130627,0.09342923573624086,3.1780538303479458,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
KMDN Kulasekara,POWERPLAY,1,20,197,49,5,373,366,18.65,18.3,366.0,6.114754098360655,1,0.0,53.825136612021865,14.754098360655735,1.3836222061859889,0.927617270985478,0.04953006276291203,-0.49772146318827953,2.9780773383152703,2.9601050959108397,0.0,5.905361848054571,0
KMDN Kulasekara,POWERPLAY,2,12,166,39,5,332,312,27.666666666666668,26.0,156.0,6.384615384615385,1,11.0,53.20512820512821,14.102564102564102,1.3836222061859889,0.884053682500509,-0.02474430204962433,-0.3949265691716101,3.355735007585398,3.295836866004329,2.4849066497880004,5.056245805348308,0
KOK Williams,POWERPLAY,1,7,45,13,5,113,90,16.142857142857142,12.857142857142858,90.0,7.533333333333333,1,0.0,50.0,20.0,1.3836222061859889,0.6588520810104153,0.6475584968664326,0.04264023202582449,2.841581593726733,2.6288008294480694,0.0,4.51085950651685,0
KOK Williams,POWERPLAY,2,4,28,9,0,59,54,14.75,13.5,27.0,6.555555555555555,1,3.0,51.85185185185185,16.666666666666664,1.3836222061859889,0.7889685618713578,0.26756126269648717,-0.3298124618505635,2.7568403652716422,2.6741486494265287,1.3862943611198906,3.332204510175204,0
KR Ebanks,POWERPLAY,2,1,21,6,2,63,42,63.0,42.0,21.0,9.0,0,0.5,50.0,19.047619047619047,-0.722620504445314,0.6588520810104153,0.5389878585321626,0.6013192728404065,4.1588830833596715,3.7612001156935624,0.4054651081081644,3.091042453358316,1
KS Airee,POWERPLAY,1,5,48,8,1,76,84,15.2,16.8,84.0,5.428571428571429,1,0.0,57.14285714285714,10.714285714285714,1.3836222061859889,1.1607299357597658,-0.4110052268927006,-0.7591004694028937,2.785011242238338,2.8791984572980396,0.0,4.442651256490317,0
KS Airee,POWERPLAY,2,5,17,6,1,49,36,9.8,7.2,18.0,8.166666666666668,1,4.0,47.22222222222222,19.444444444444446,1.3836222061859889,0.46367735971900087,0.5842256245047753,0.2838879996503036,2.379546134130174,2.1041341542702074,1.6094379124341003,2.9444389791664403,0
KS Bagabena,POWERPLAY,1,3,43,6,1,71,84,23.666666666666668,28.0,84.0,5.071428571428571,0,3.0,51.19047619047619,8.333333333333332,-0.722620504445314,0.7424983901353069,-0.6824318227283758,-0.8951424436272238,3.20545280453606,3.367295829986474,1.3862943611198906,4.442651256490317,1
KS Bagabena,POWERPLAY,2,2,37,12,3,97,72,48.5,36.0,36.0,8.083333333333334,0,1.0,51.388888888888886,20.833333333333336,-0.722620504445314,0.7564394416561221,0.7425578054089192,0.252144872331293,3.9019726695746444,3.6109179126442243,0.6931471805599453,3.6109179126442243,1
KS Leverock,POWERPLAY,1,4,38,6,1,59,66,14.75,16.5,66.0,5.363636363636363,1,0.0,57.57575757575758,10.606060606060606,1.3836222061859889,1.1911467754415452,-0.42334279943068576,-0.7838353738073175,2.7568403652716422,2.8622008809294686,0.0,4.204692619390966,0
KS Leverock,POWERPLAY,2,8,41,5,1,57,66,7.125,8.25,33.0,5.181818181818182,1,7.0,62.121212121212125,9.090909090909092,1.3836222061859889,1.5105235921002231,-0.5960688149624789,-0.8530931061397037,2.094945728215801,2.224623551524334,2.0794415416798357,3.5263605246161616,0
KV Morea,POWERPLAY,1,5,43,7,0,67,84,13.4,16.8,84.0,4.785714285714287,1,0.0,51.19047619047619,8.333333333333332,1.3836222061859889,0.7424983901353069,-0.6824318227283758,-1.0039760230066872,2.667228206581955,2.8791984572980396,0.0,4.442651256490317,0
KV Morea,POWERPLAY,2,2,17,7,1,53,36,26.5,18.0,18.0,8.833333333333334,0,1.0,47.22222222222222,22.22222222222222,-0.722620504445314,0.46367735971900087,0.9008899863130627,0.537833018202386,3.3141860046725258,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
KW Richardson,POWERPLAY,1,8,94,30,8,247,192,30.875,24.0,192.0,7.71875,1,0.0,48.95833333333333,19.791666666666664,1.3836222061859889,0.5856615605261345,0.6238086697308108,0.11326869031062255,3.46182200347859,3.2188758248682006,0.0,5.262690188904886,0
KW Richardson,POWERPLAY,2,3,28,8,4,109,84,36.333333333333336,28.0,42.0,7.7857142857142865,0,1.5,33.33333333333333,14.285714285714285,-0.722620504445314,-0.5121962467380706,-0.0038653331391878556,0.13877656047768472,3.619886582626985,3.367295829986474,0.9162907318741551,3.7612001156935624,1
Kaleem Sana,POWERPLAY,1,4,37,3,2,52,60,13.0,15.0,60.0,5.2,1,0.0,61.66666666666667,8.333333333333332,1.3836222061859889,1.4785859104343555,-0.6824318227283758,-0.846167332906465,2.639057329615259,2.772588722239781,0.0,4.110873864173311,0
Kaleem Sana,POWERPLAY,2,4,52,9,2,70,84,17.5,21.0,42.0,5.0,1,3.0,61.90476190476191,13.095238095238097,1.3836222061859889,1.4953151722593339,-0.13957863105702514,-0.9223508384720898,2.917770732084279,3.091042453358316,1.3862943611198906,3.7612001156935624,0
Kaleemullah,POWERPLAY,1,6,102,24,4,185,186,30.83333333333333,31.0,186.0,5.967741935483871,1,0.0,54.83870967741935,15.053763440860216,1.3836222061859889,0.9988338535825559,0.08369163325941724,-0.5537209728319697,3.460513958818575,3.4657359027997265,0.0,5.231108616854587,0
Kaleemullah,POWERPLAY,2,5,59,17,5,149,126,29.8,25.2,63.0,7.095238095238095,1,4.0,46.82539682539682,17.46031746031746,1.3836222061859889,0.4357952566773701,0.3580367946417123,-0.12423792302268709,3.427514689979529,3.265759410767051,1.6094379124341003,4.1588830833596715,0
Kamran Shazad,POWERPLAY,2,1,3,2,0,14,6,14.0,6.0,3.0,14.0,0,0.5,50.0,33.33333333333333,-0.722620504445314,0.6588520810104153,2.1675474335462126,2.5059069119810267,2.70805020110221,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
Karan KC,POWERPLAY,1,12,125,38,3,251,228,20.916666666666668,19.0,228.0,6.605263157894736,1,0.0,54.82456140350877,17.982456140350877,1.3836222061859889,0.9978397548323449,0.41756017092146575,-0.31087796485325925,3.0872473823897644,2.995732273553991,0.0,5.43372200355424,0
Karan KC,POWERPLAY,2,9,87,26,4,175,156,19.444444444444443,17.333333333333332,78.0,6.730769230769231,1,8.0,55.76923076923077,19.230769230769237,1.3836222061859889,1.064214963692583,0.5598668274425999,-0.2630705018464904,3.0177111802727663,2.908720896564361,2.1972245773362196,4.3694478524670215,0
Karim Janat,POWERPLAY,1,1,8,9,0,45,24,45.0,24.0,24.0,11.25,0,1.0,33.33333333333333,37.5,-0.722620504445314,-0.5121962467380706,2.642543976258645,1.4583837104536856,3.828641396489095,3.2188758248682006,0.6931471805599453,3.2188758248682006,1
Karim Janat,POWERPLAY,2,2,15,10,3,88,54,44.0,27.0,27.0,9.777777777777777,0,1.0,27.77777777777778,24.074074074074076,-0.722620504445314,-0.9025456893208987,1.1119995608519215,0.8975884611511693,3.8066624897703196,3.332204510175204,0.6931471805599453,3.332204510175204,1
Karim Sadiq,POWERPLAY,2,2,48,8,7,127,102,63.5,51.0,51.0,7.470588235294118,0,1.0,47.05882352941176,14.705882352941178,-0.722620504445314,0.4521964937606822,0.044033477890637406,0.01873952439739326,4.1666652238017265,3.9512437185814275,0.6931471805599453,3.9512437185814275,1
Kashif Daud,POWERPLAY,1,2,20,5,0,57,54,28.5,27.0,54.0,6.333333333333334,0,2.0,37.03703703703704,9.25925925925926,-0.722620504445314,-0.2519632850161846,-0.5768770354589464,-0.4144608013679241,3.3843902633457743,3.332204510175204,1.0986122886681096,4.007333185232471,1
Kashif Daud,POWERPLAY,2,2,46,15,5,158,126,79.0,63.0,63.0,7.523809523809524,0,1.0,36.507936507936506,15.873015873015872,-0.722620504445314,-0.2891394224050256,0.17708573075126222,0.03901244604650904,4.382026634673881,4.1588830833596715,0.6931471805599453,4.1588830833596715,1
