Bowler,Match Phase,Innings,Wkt,Dot balls,4s,6s,Runs Conceded,No of Balls,BA,SR,BBI,ECON,BWI,SPI,DBP,BP,BWI_normalized,DBP_normalized,BP_normalized,Econ_normalized,BA_log,SR_log,SPI_log,BBI_log,Cluster
CR Woakes,POWERPLAY,2,5,58,19,5,155,120,31.0,24.0,60.0,7.75,1,4.0,48.333333333333336,20.0,1.3836222061859889,0.5417472482355669,0.6475584968664326,0.12517236305525142,3.4657359027997265,3.2188758248682006,1.6094379124341003,4.110873864173311,0
CRD Fernando,POWERPLAY,1,6,34,7,3,81,72,13.5,12.0,72.0,6.75,1,0.0,47.22222222222222,13.88888888888889,1.3836222061859889,0.46367735971900087,-0.04910309911180022,-0.2557451647728727,2.6741486494265287,2.5649493574615367,0.0,4.290459441148391,0
CRD Fernando,POWERPLAY,2,3,59,17,0,111,108,37.0,36.0,54.0,6.166666666666666,0,1.5,54.629629629629626,15.74074074074074,-0.722620504445314,0.9841432831627721,0.16200647542705815,-0.4779470560059453,3.6375861597263857,3.6109179126442243,0.9162907318741551,4.007333185232471,1
CS Martin,POWERPLAY,1,3,13,9,1,58,36,19.33333333333333,12.0,36.0,9.666666666666668,0,3.0,36.11111111111111,27.77777777777778,-0.722620504445314,-0.31702152544665635,1.5342187099296383,0.8552642913924897,3.0122615755052013,2.5649493574615367,1.3862943611198906,3.6109179126442243,1
CW Perchard,POWERPLAY,1,4,29,8,0,61,60,15.25,15.0,60.0,6.1,1,0.0,48.333333333333336,13.333333333333334,1.3836222061859889,0.5417472482355669,-0.11243597147345774,-0.5033415578611534,2.7880929087757464,2.772588722239781,0.0,4.110873864173311,0
CW Perchard,POWERPLAY,2,1,46,4,2,76,90,76.0,90.0,45.0,5.066666666666666,0,0.5,51.11111111111111,6.666666666666667,-0.722620504445314,0.7369219695269806,-0.8724304398133482,-0.8969563366168816,4.343805421853684,4.51085950651685,0.4054651081081644,3.828641396489095,1
D Abeyrathna,POWERPLAY,2,1,5,0,0,2,6,2.0,6.0,3.0,2.0,0,0.5,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-2.065103421956462,1.0986122886681096,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
D Ajekun,POWERPLAY,2,2,5,5,1,32,18,16.0,9.0,9.0,10.666666666666666,0,1.0,27.77777777777778,33.33333333333333,-0.722620504445314,-0.9025456893208987,2.1675474335462126,1.236181819220613,2.833213344056216,2.302585092994046,0.6931471805599453,2.302585092994046,1
D Finau,POWERPLAY,2,1,7,3,0,15,12,15.0,12.0,6.0,7.5,0,0.5,58.333333333333336,25.0,-0.722620504445314,1.244376244884658,1.2175543481213504,0.0299429810982204,2.772588722239781,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
D Gough,POWERPLAY,2,3,18,4,0,33,30,11.0,10.0,15.0,6.6000000000000005,0,1.5,60.0,13.333333333333334,-0.722620504445314,1.3614810776595065,-0.11243597147345774,-0.31288279394709106,2.4849066497880004,2.3978952727983707,0.9162907318741551,2.772588722239781,1
D Heyliger,POWERPLAY,2,5,44,13,1,101,84,20.2,16.8,42.0,7.2142857142857135,1,4.0,52.38095238095239,16.666666666666664,1.3836222061859889,0.8261446992601993,0.26756126269648717,-0.07889059828124391,3.054001181677967,2.8791984572980396,1.6094379124341003,3.7612001156935624,0
D Jakiel,POWERPLAY,1,4,14,3,3,51,30,12.75,7.5,30.0,10.2,1,0.0,46.66666666666666,20.0,1.3836222061859889,0.42464241546071746,0.6475584968664326,1.058420306234155,2.6210388241125804,2.1400661634962708,0.0,3.4339872044851463,0
D Jansen,POWERPLAY,2,1,4,0,0,4,6,4.0,6.0,3.0,4.0,0,0.5,66.66666666666666,0.0,-0.722620504445314,1.8299004087589001,-1.6324249081532387,-1.3032683663002138,1.6094379124341003,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
D Kalvin,POWERPLAY,1,1,4,2,0,18,12,18.0,12.0,12.0,9.0,0,1.0,33.33333333333333,16.666666666666664,-0.722620504445314,-0.5121962467380706,0.26756126269648717,0.6013192728404065,2.9444389791664403,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
D Kansonkho,POWERPLAY,1,1,5,0,0,1,6,1.0,6.0,6.0,1.0,0,1.0,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-2.446020949784586,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
D Kegasitswe,POWERPLAY,1,2,10,8,8,106,42,53.0,21.0,42.0,15.142857142857142,0,2.0,23.809523809523807,38.095238095238095,-0.722620504445314,-1.181366719737205,2.7104006252175634,2.941241229498883,3.9889840465642745,3.091042453358316,1.0986122886681096,3.7612001156935624,1
D Klein,POWERPLAY,1,8,94,24,4,190,174,23.75,21.75,174.0,6.551724137931036,1,0.0,54.02298850574713,16.091954022988507,1.3836222061859889,0.9415189187428085,0.202044498184428,-0.3312719159801727,3.2088254890146994,3.1245651453969594,0.0,5.1647859739235145,0
D Klein,POWERPLAY,2,7,69,11,2,94,108,13.428571428571429,15.428571428571429,54.0,5.222222222222222,1,6.0,63.888888888888886,12.037037037037036,1.3836222061859889,1.6347256874674863,-0.2602126736506588,-0.8377024989547288,2.6692103677859462,2.7990219793079367,1.9459101490553132,4.007333185232471,0
D Madushanka,POWERPLAY,1,3,33,10,1,80,66,26.666666666666668,22.0,66.0,7.272727272727273,0,3.0,50.0,16.666666666666664,-0.722620504445314,0.6588520810104153,0.26756126269648717,-0.0566291843172621,3.3202283191284883,3.1354942159291497,1.3862943611198906,4.204692619390966,1
D Madushanka,POWERPLAY,2,1,19,9,0,70,42,70.0,42.0,21.0,10.0,0,0.5,45.23809523809524,21.428571428571427,-0.722620504445314,0.3242668445108481,0.8104144543678375,0.9822368006685306,4.2626798770413155,3.7612001156935624,0.4054651081081644,3.091042453358316,1
D Maisuria,POWERPLAY,1,1,4,0,0,2,6,2.0,6.0,6.0,2.0,0,1.0,66.66666666666666,0.0,-0.722620504445314,1.8299004087589001,-1.6324249081532387,-2.065103421956462,1.0986122886681096,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
D Maisuria,POWERPLAY,2,2,20,6,3,52,36,26.0,18.0,18.0,8.666666666666666,0,1.0,55.55555555555556,25.0,-0.722620504445314,1.049201523593244,1.2175543481213504,0.47434676356436495,3.295836866004329,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
D Mullen,POWERPLAY,1,1,4,3,0,15,12,15.0,12.0,12.0,7.5,0,1.0,33.33333333333333,25.0,-0.722620504445314,-0.5121962467380706,1.2175543481213504,0.0299429810982204,2.772588722239781,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
D Mullen,POWERPLAY,2,1,9,3,0,24,24,24.0,24.0,12.0,6.0,0,0.5,37.5,12.5,-0.722620504445314,-0.21943416480094893,-0.2074352800159441,-0.5414333106439657,3.2188758248682006,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
D Paterson,POWERPLAY,1,1,17,8,3,58,36,58.0,36.0,36.0,9.666666666666668,0,1.0,47.22222222222222,30.55555555555556,-0.722620504445314,0.46367735971900087,1.8508830717379265,0.8552642913924897,4.07753744390572,3.6109179126442243,0.6931471805599453,3.6109179126442243,1
D Pretorius,POWERPLAY,1,1,17,3,3,53,42,53.0,42.0,42.0,7.571428571428571,0,1.0,40.47619047619048,14.285714285714285,-0.722620504445314,-0.010318391988718999,-0.0038653331391878556,0.05715137594308631,3.9889840465642745,3.7612001156935624,0.6931471805599453,3.7612001156935624,1
D Pretorius,POWERPLAY,2,1,11,8,1,58,36,58.0,36.0,18.0,9.666666666666668,0,0.5,30.55555555555556,25.0,-0.722620504445314,-0.7073709680294842,1.2175543481213504,0.8552642913924897,4.07753744390572,3.6109179126442243,0.4054651081081644,2.9444389791664403,1
D Ravu,POWERPLAY,1,4,34,11,1,101,84,25.25,21.0,84.0,7.2142857142857135,1,0.0,40.47619047619048,14.285714285714285,1.3836222061859889,-0.010318391988718999,-0.0038653331391878556,-0.07889059828124391,3.2676659890376327,3.091042453358316,0.0,4.442651256490317,0
D Ravu,POWERPLAY,2,3,36,8,1,63,66,21.0,22.0,33.0,5.727272727272728,0,1.5,54.54545454545454,13.636363636363637,-0.722620504445314,0.9782288976690927,-0.07789076836709911,-0.6453199091425446,3.091042453358316,3.1354942159291497,0.9162907318741551,3.5263605246161616,1
D Suzuki,POWERPLAY,1,1,5,0,0,3,6,3.0,6.0,6.0,3.0,0,1.0,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-1.6841858941283379,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
D Wabwire,POWERPLAY,2,2,18,4,2,36,30,18.0,15.0,15.0,7.199999999999999,0,1.0,60.0,20.0,-0.722620504445314,1.3614810776595065,0.6475584968664326,-0.0843322772502171,2.9444389791664403,2.772588722239781,0.6931471805599453,2.772588722239781,1
D Wiese,POWERPLAY,1,4,48,17,1,133,114,33.25,28.5,114.0,7.0,1,0.0,42.10526315789473,15.789473684210526,1.3836222061859889,0.10414497839271125,0.16756199054650175,-0.16051578281584164,3.5336865647082343,3.3843902633457743,0.0,4.74493212836325,0
D Wiese,POWERPLAY,2,5,54,16,4,153,120,30.6,24.0,60.0,7.649999999999999,1,4.0,45.0,16.666666666666664,1.3836222061859889,0.30753758268586956,0.26756126269648717,0.08708061027243846,3.4531571205928664,3.2188758248682006,1.6094379124341003,4.110873864173311,0
D Wotu,POWERPLAY,1,1,9,0,2,20,18,20.0,18.0,18.0,6.666666666666667,0,1.0,50.0,11.11111111111111,-0.722620504445314,0.6588520810104153,-0.365767460920088,-0.28748829209188287,3.044522437723423,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
DA Blignaut,POWERPLAY,1,4,35,2,5,77,66,19.25,16.5,66.0,7.0,1,0.0,53.03030303030303,10.606060606060606,1.3836222061859889,0.8717699587828672,-0.42334279943068576,-0.16051578281584164,3.0081547935525483,2.8622008809294686,0.0,4.204692619390966,0
DA Blignaut,POWERPLAY,2,2,12,6,4,52,24,26.0,12.0,12.0,13.0,0,1.0,50.0,41.66666666666667,-0.722620504445314,0.6588520810104153,3.1175405189710768,2.1249893841529026,3.295836866004329,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
DAJ Bracewell,POWERPLAY,1,2,22,7,1,63,48,31.5,24.0,48.0,7.875,0,2.0,45.83333333333333,16.666666666666664,-0.722620504445314,0.3660899990732935,0.26756126269648717,0.17278705403376693,3.481240089335692,3.2188758248682006,1.0986122886681096,3.8918202981106265,1
DAJ Bracewell,POWERPLAY,2,3,30,11,4,90,66,30.0,22.0,33.0,8.181818181818182,0,1.5,45.45454545454545,22.727272727272727,-0.722620504445314,0.33947526435173725,0.9584653248236604,0.28965947734466857,3.4339872044851463,3.1354942159291497,0.9162907318741551,3.5263605246161616,1
DB Loic,POWERPLAY,1,1,16,4,1,43,30,43.0,30.0,30.0,8.6,0,1.0,53.333333333333336,16.666666666666664,-0.722620504445314,0.8930617465601125,0.26756126269648717,0.44895226170915675,3.784189633918261,3.4339872044851463,0.6931471805599453,3.4339872044851463,1
DB Loic,POWERPLAY,2,2,19,6,0,41,38,20.5,19.0,19.0,6.473684210526316,0,1.0,50.0,15.789473684210526,-0.722620504445314,0.6588520810104153,0.16756199054650175,-0.3609986921990648,3.068052935133617,2.995732273553991,0.6931471805599453,2.995732273553991,1
DBL Powell,POWERPLAY,1,1,12,1,0,6,18,6.0,18.0,18.0,2.0,0,1.0,66.66666666666666,5.555555555555555,-0.722620504445314,1.8299004087589001,-0.9990961845366634,-2.065103421956462,1.9459101490553132,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
DBL Powell,POWERPLAY,2,1,31,13,2,85,60,85.0,60.0,30.0,8.5,0,0.5,51.66666666666667,25.0,-0.722620504445314,0.7759569137852641,1.2175543481213504,0.41086050892634446,4.454347296253507,4.110873864173311,0.4054651081081644,3.4339872044851463,1
DC Delany,POWERPLAY,1,2,11,4,1,32,24,16.0,12.0,24.0,8.0,0,2.0,45.83333333333333,20.833333333333336,-0.722620504445314,0.3660899990732935,0.7425578054089192,0.22040174501228244,2.833213344056216,2.5649493574615367,1.0986122886681096,3.2188758248682006,1
DC Delany,POWERPLAY,2,1,1,2,0,11,6,11.0,6.0,3.0,11.0,0,0.5,16.666666666666664,33.33333333333333,-0.722620504445314,-1.683244574486556,2.1675474335462126,1.3631543284966547,2.4849066497880004,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
DC Drakes,POWERPLAY,1,1,14,5,0,46,42,46.0,42.0,42.0,6.571428571428572,0,1.0,33.33333333333333,11.904761904761903,-0.722620504445314,-0.5121962467380706,-0.27529192897486304,-0.32376615188503743,3.8501476017100584,3.7612001156935624,0.6931471805599453,3.7612001156935624,1
DC Smith,POWERPLAY,1,6,48,11,2,127,112,21.166666666666668,18.666666666666668,112.0,6.803571428571429,1,0.0,42.85714285714285,11.607142857142858,1.3836222061859889,0.15697422626106355,-0.30922025345432225,-0.23533886863922304,3.0985896589936988,2.9789251552376097,0.0,4.727387818712341,0
DC Smith,POWERPLAY,2,1,7,2,1,28,24,28.0,24.0,12.0,7.0,0,0.5,29.166666666666668,12.5,-0.722620504445314,-0.8049583286751916,-0.2074352800159441,-0.16051578281584164,3.367295829986474,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
DC Stovell,POWERPLAY,1,1,18,4,0,31,36,31.0,36.0,36.0,5.166666666666667,0,1.0,50.0,11.11111111111111,-0.722620504445314,0.6588520810104153,-0.365767460920088,-0.8588645838340689,3.4657359027997265,3.6109179126442243,0.6931471805599453,3.6109179126442243,1
DE Bollinger,POWERPLAY,1,3,28,7,1,57,54,19.0,18.0,54.0,6.333333333333334,0,3.0,51.85185185185185,14.814814814814811,-0.722620504445314,0.7889685618713578,0.05645168815762856,-0.4144608013679241,2.995732273553991,2.9444389791664403,1.3862943611198906,4.007333185232471,1
DE Bollinger,POWERPLAY,2,2,21,8,1,46,36,23.0,18.0,18.0,7.666666666666666,0,1.0,58.333333333333336,25.0,-0.722620504445314,1.244376244884658,1.2175543481213504,0.09342923573624086,3.1780538303479458,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
DE Roache,POWERPLAY,1,1,5,0,0,3,6,3.0,6.0,6.0,3.0,0,1.0,83.33333333333334,0.0,-0.722620504445314,3.000948736507387,-1.6324249081532387,-1.6841858941283379,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
DG Blampied,POWERPLAY,1,1,21,4,1,54,48,54.0,48.0,48.0,6.75,0,1.0,43.75,10.416666666666668,-0.722620504445314,0.21970895810473312,-0.44493355137215973,-0.2557451647728727,4.007333185232471,3.8918202981106265,0.6931471805599453,3.8918202981106265,1
DG Blampied,POWERPLAY,2,5,51,13,4,114,96,22.8,19.2,48.0,7.125,1,4.0,53.125,17.708333333333336,1.3836222061859889,0.8784236424632562,0.3863103983745956,-0.11290109183732613,3.169685580677429,3.005682604407159,1.6094379124341003,3.8918202981106265,0
DJ Bravo,POWERPLAY,1,2,39,17,2,131,96,65.5,48.0,96.0,8.1875,0,2.0,40.625,19.791666666666664,-0.722620504445314,0.00013739665189209832,0.6238086697308108,0.2918237814800557,4.197201947661808,3.8918202981106265,1.0986122886681096,4.574710978503383,1
DJ Bravo,POWERPLAY,2,1,18,6,0,53,48,53.0,48.0,24.0,6.625,0,0.5,37.5,12.5,-0.722620504445314,-0.21943416480094893,-0.2074352800159441,-0.3033598557513882,3.9889840465642745,3.8918202981106265,0.4054651081081644,3.2188758248682006,1
DJ Hussey,POWERPLAY,1,1,6,0,0,0,6,0.0,6.0,6.0,0.0,0,1.0,100.0,0.0,-0.722620504445314,4.171997064255872,-1.6324249081532387,-2.82693847761271,0.0,1.9459101490553132,0.6931471805599453,1.9459101490553132,1
DJ Hussey,POWERPLAY,2,1,3,0,0,3,6,3.0,6.0,3.0,3.0,0,0.5,50.0,0.0,-0.722620504445314,0.6588520810104153,-1.6324249081532387,-1.6841858941283379,1.3862943611198906,1.9459101490553132,0.4054651081081644,1.3862943611198906,1
DJ Turkich,POWERPLAY,2,1,7,0,0,6,12,6.0,12.0,6.0,3.0,0,0.5,58.333333333333336,0.0,-0.722620504445314,1.244376244884658,-1.6324249081532387,-1.6841858941283379,1.9459101490553132,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
DJ Willey,POWERPLAY,1,9,109,27,11,281,234,31.22222222222222,26.0,234.0,7.205128205128204,1,0.0,46.58119658119658,16.23931623931624,1.3836222061859889,0.4186370394209821,0.21884366857213536,-0.08237885403058569,3.4726563456443005,3.295836866004329,0.0,5.459585514144159,0
DJ Willey,POWERPLAY,2,21,141,41,13,366,300,17.428571428571427,14.285714285714286,150.0,7.32,1,20.0,47.0,18.0,1.3836222061859889,0.4480633820156878,0.41956015636446553,-0.03862217391084183,2.9139022553063585,2.7269186854065928,3.044522437723423,5.017279836814924,0
DJG Sammy,POWERPLAY,1,3,40,15,2,102,90,34.0,30.0,90.0,6.8,0,3.0,44.44444444444444,18.88888888888889,-0.722620504445314,0.2685026384275866,0.5208927521431176,-0.23669928838146653,3.5553480614894135,3.4339872044851463,1.3862943611198906,4.51085950651685,1
DJG Sammy,POWERPLAY,2,4,36,13,7,160,108,40.0,27.0,54.0,8.88888888888889,1,3.0,33.33333333333333,18.51851851851852,1.3836222061859889,-0.5121962467380706,0.4786708372353459,0.5589951030817262,3.713572066704308,3.332204510175204,1.3862943611198906,4.007333185232471,0
DK Anefie,POWERPLAY,1,3,36,6,0,54,60,18.0,20.0,60.0,5.4,0,3.0,60.0,10.0,-0.722620504445314,1.3614810776595065,-0.49243320564340304,-0.76998382734084,2.9444389791664403,3.044522437723423,1.3862943611198906,4.110873864173311,1
DKD Warnakulasuriya,POWERPLAY,2,1,6,5,0,32,18,32.0,18.0,9.0,10.666666666666666,0,0.5,33.33333333333333,27.77777777777778,-0.722620504445314,-0.5121962467380706,1.5342187099296383,1.236181819220613,3.4965075614664802,2.9444389791664403,0.4054651081081644,2.302585092994046,1
DL Brangman,POWERPLAY,1,3,10,5,1,35,24,11.666666666666666,8.0,24.0,8.75,0,3.0,41.66666666666667,25.0,-0.722620504445314,0.07332791713617277,1.2175543481213504,0.5060898908833755,2.538973871058276,2.1972245773362196,1.3862943611198906,3.2188758248682006,1
DL Chahar,POWERPLAY,1,8,83,26,7,207,162,25.875,20.25,162.0,7.666666666666666,1,0.0,51.23456790123457,20.37037037037037,1.3836222061859889,0.7455964015843772,0.6897804117742043,0.09342923573624086,3.2911964864478267,3.056356895370426,0.0,5.093750200806762,0
DL Chahar,POWERPLAY,2,6,69,26,2,172,143,28.666666666666668,23.83333333333333,71.5,7.216783216783217,1,5.0,48.25174825174825,19.58041958041958,1.3836222061859889,0.5360148438340008,0.5997266771807053,-0.07793925580415045,3.39002408106403,3.212186836717404,1.791759469228055,4.283586561860629,0
DL Vettori,POWERPLAY,2,2,20,4,1,43,42,21.5,21.0,21.0,6.142857142857142,0,1.0,47.61904761904761,11.904761904761903,-0.722620504445314,0.49155946276063117,-0.27529192897486304,-0.48701652095423387,3.1135153092103742,3.091042453358316,0.6931471805599453,3.091042453358316,1
DM Nakrani,POWERPLAY,1,14,133,18,2,145,204,10.357142857142858,14.571428571428571,204.0,4.264705882352941,1,0.0,65.19607843137256,9.803921568627452,1.3836222061859889,1.7265726151340348,-0.5147859841239879,-1.2024372559927692,2.429846872604973,2.7454377331738304,0.0,5.3230099791384085,0
DM Nakrani,POWERPLAY,2,7,81,11,2,106,132,15.142857142857142,18.857142857142858,66.0,4.818181818181818,1,6.0,61.36363636363637,9.848484848484848,1.3836222061859889,1.4572941226571101,-0.5097058071965824,-0.991608570804476,2.7814776696570274,2.9885637840753785,1.9459101490553132,4.204692619390966,0
DM de Silva,POWERPLAY,1,3,24,4,3,52,48,17.333333333333332,16.0,48.0,6.5,0,3.0,50.0,14.583333333333334,-0.722620504445314,0.6588520810104153,0.03006299134027172,-0.3509745467299037,2.908720896564361,2.833213344056216,1.3862943611198906,3.8918202981106265,1
DMW Rawlins,POWERPLAY,2,2,47,12,0,71,78,35.5,39.0,39.0,5.461538461538462,0,1.0,60.256410256410255,15.384615384615383,-0.722620504445314,1.3794972057787138,0.1214084803234314,-0.7465427487052633,3.597312260588446,3.6888794541139363,0.6931471805599453,3.6888794541139363,1
DNA Ankrah,POWERPLAY,1,2,18,2,0,16,24,8.0,12.0,24.0,4.0,0,2.0,75.0,8.333333333333332,-0.722620504445314,2.4154245726331434,-0.6824318227283758,-1.3032683663002138,2.1972245773362196,2.5649493574615367,1.0986122886681096,3.2188758248682006,1
DNA Ankrah,POWERPLAY,2,1,15,4,0,23,24,23.0,24.0,12.0,5.75,0,0.5,62.5,16.666666666666664,-0.722620504445314,1.5371383268217793,0.26756126269648717,-0.6366626926009967,3.1780538303479458,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
DP Nannes,POWERPLAY,1,2,48,15,1,108,90,54.0,45.0,90.0,7.199999999999999,0,2.0,53.333333333333336,17.77777777777778,-0.722620504445314,0.8930617465601125,0.3942270074198026,-0.0843322772502171,4.007333185232471,3.828641396489095,1.0986122886681096,4.51085950651685,1
DP Nannes,POWERPLAY,2,12,70,17,1,125,126,10.416666666666666,10.5,63.0,5.9523809523809526,1,11.0,55.55555555555556,14.285714285714285,1.3836222061859889,1.049201523593244,-0.0038653331391878556,-0.559572240540543,2.4350742760401247,2.4423470353692043,2.4849066497880004,4.1588830833596715,0
DR Briggs,POWERPLAY,2,1,4,3,0,16,12,16.0,12.0,6.0,8.0,0,0.5,33.33333333333333,25.0,-0.722620504445314,-0.5121962467380706,1.2175543481213504,0.22040174501228244,2.833213344056216,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
DR Hooper,POWERPLAY,2,1,13,3,1,31,24,31.0,24.0,12.0,7.75,0,0.5,54.16666666666666,16.666666666666664,-0.722620504445314,0.9516141629475359,0.26756126269648717,0.12517236305525142,3.4657359027997265,3.2188758248682006,0.4054651081081644,2.5649493574615367,1
DR Sams,POWERPLAY,1,2,20,4,1,35,36,17.5,18.0,36.0,5.833333333333333,0,2.0,55.55555555555556,13.88888888888889,-0.722620504445314,1.049201523593244,-0.04910309911180022,-0.6049195652819865,2.917770732084279,2.9444389791664403,1.0986122886681096,3.6109179126442243,1
DR Sams,POWERPLAY,2,1,10,4,1,50,36,50.0,36.0,18.0,8.333333333333332,0,0.5,27.77777777777778,13.88888888888889,-0.722620504445314,-0.9025456893208987,-0.04910309911180022,0.34737425428832336,3.9318256327243257,3.6109179126442243,0.4054651081081644,2.9444389791664403,1
DR Smith,POWERPLAY,2,2,8,2,2,28,18,14.0,9.0,9.0,9.333333333333334,0,1.0,44.44444444444444,22.22222222222222,-0.722620504445314,0.2685026384275866,0.9008899863130627,0.7282917821164481,2.70805020110221,2.302585092994046,0.6931471805599453,2.302585092994046,1
DR Tuffey,POWERPLAY,1,2,16,3,1,35,36,17.5,18.0,36.0,5.833333333333333,0,2.0,44.44444444444444,11.11111111111111,-0.722620504445314,0.2685026384275866,-0.365767460920088,-0.6049195652819865,2.917770732084279,2.9444389791664403,1.0986122886681096,3.6109179126442243,1
DS Airee,POWERPLAY,2,2,11,5,1,29,24,14.5,12.0,12.0,7.25,0,1.0,45.83333333333333,25.0,-0.722620504445314,0.3660899990732935,1.2175543481213504,-0.06528640085881061,2.740840023925201,2.5649493574615367,0.6931471805599453,2.5649493574615367,1
DSK Madushanka,POWERPLAY,2,2,7,1,2,23,13,11.5,6.5,6.5,10.615384615384617,0,1.0,53.84615384615385,23.07692307692308,-0.722620504445314,0.9290940027985273,0.9983251745617671,1.2166475870242999,2.5257286443082556,2.0149030205422647,0.6931471805599453,2.0149030205422647,1
DT Christian,POWERPLAY,1,1,5,4,2,35,18,35.0,18.0,18.0,11.666666666666666,0,1.0,27.77777777777778,33.33333333333333,-0.722620504445314,-0.9025456893208987,2.1675474335462126,1.6170993470487371,3.58351893845611,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
DT Johnston,POWERPLAY,1,9,106,21,4,175,192,19.444444444444443,21.33333333333333,192.0,5.46875,1,0.0,55.208333333333336,13.020833333333334,1.3836222061859889,1.0248046834318172,-0.1480607121768901,-0.7437957473026566,3.0177111802727663,3.106080330722856,0.0,5.262690188904886,0
DT Johnston,POWERPLAY,2,6,48,18,1,115,96,19.166666666666668,16.0,48.0,7.1875,1,5.0,50.0,19.791666666666664,1.3836222061859889,0.6588520810104153,0.6238086697308108,-0.08909374634806837,3.004031076368686,2.833213344056216,1.791759469228055,3.8918202981106265,0
DT Tiripano,POWERPLAY,1,2,48,21,2,167,120,83.5,60.0,120.0,8.35,0,2.0,40.0,19.166666666666668,-0.722620504445314,-0.04377691563867611,0.5525591883239465,0.35372287975212574,4.436751534363128,4.110873864173311,1.0986122886681096,4.795790545596741,1
DT Tiripano,POWERPLAY,2,4,56,12,1,98,102,24.5,25.5,51.0,5.764705882352941,1,3.0,54.90196078431373,12.745098039215684,1.3836222061859889,1.00327805975997,-0.17949430691521315,-0.6310609642505831,3.2386784521643803,3.2771447329921766,1.3862943611198906,3.9512437185814275,0
DV Macome,POWERPLAY,1,1,7,2,0,19,18,19.0,18.0,18.0,6.333333333333334,0,1.0,38.88888888888889,11.11111111111111,-0.722620504445314,-0.12184680415524153,-0.365767460920088,-0.4144608013679241,2.995732273553991,2.9444389791664403,0.6931471805599453,2.9444389791664403,1
DV Varghese,POWERPLAY,1,1,24,14,6,144,72,144.0,72.0,72.0,12.0,0,1.0,33.33333333333333,27.77777777777778,-0.722620504445314,-0.5121962467380706,1.5342187099296383,1.7440718563247788,4.976733742420574,4.290459441148391,0.6931471805599453,4.290459441148391,1
DV Varghese,POWERPLAY,2,4,26,6,6,105,66,26.25,16.5,33.0,9.545454545454543,1,3.0,39.39393939393939,18.181818181818183,1.3836222061859889,-0.0863604911931667,0.4402872782282809,0.8090924698375642,3.305053521109253,2.8622008809294686,1.3862943611198906,3.5263605246161616,0
DW Steyn,POWERPLAY,1,7,89,26,5,179,168,25.571428571428573,24.0,168.0,6.392857142857142,1,0.0,52.97619047619048,18.452380952380956,1.3836222061859889,0.8679678538226452,0.4711312095732442,-0.39178713899720286,3.279836524657888,3.2188758248682006,0.0,5.1298987149230735,0
DW Steyn,POWERPLAY,2,21,174,46,8,335,312,15.952380952380953,14.857142857142858,156.0,6.442307692307692,1,20.0,55.76923076923077,17.307692307692307,1.3836222061859889,1.064214963692583,0.3406376538830152,-0.37295055795075727,2.8304082931286074,2.763620052257021,3.044522437723423,5.056245805348308,0
Danyal Raja,POWERPLAY,1,3,14,9,1,50,30,16.666666666666668,10.0,30.0,10.0,0,3.0,46.66666666666666,33.33333333333333,-0.722620504445314,0.42464241546071746,2.1675474335462126,0.9822368006685306,2.8716796248840124,2.3978952727983707,1.3862943611198906,3.4339872044851463,1
Danyal Raja,POWERPLAY,2,1,7,1,0,10,12,10.0,12.0,6.0,5.0,0,0.5,58.333333333333336,8.333333333333332,-0.722620504445314,1.244376244884658,-0.6824318227283758,-0.9223508384720898,2.3978952727983707,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Dawlat Ahmadzai,POWERPLAY,2,1,5,1,1,21,12,21.0,12.0,6.0,10.5,0,0.5,41.66666666666667,16.666666666666664,-0.722620504445314,0.07332791713617277,0.26756126269648717,1.1726955645825927,3.091042453358316,2.5649493574615367,0.4054651081081644,1.9459101490553132,1
Dawlat Zadran,POWERPLAY,1,5,107,42,8,291,228,58.2,45.6,228.0,7.657894736842106,1,0.0,46.92982456140351,21.929824561403507,1.3836222061859889,0.44313265221464143,0.8675568955964007,0.09008785391318772,4.0809215418899605,3.8416005411316,0.0,5.43372200355424,0
