Bowler,Cluster,DPPI_Bowl
CAK Rajitha,0,0.9023517307168573
D Wiese,0,0.9023168278988993
A Nortje,0,0.9011180663315947
M Theekshana,0,0.8993124692003137
AJ Hosein,0,0.8974898138500658
Surya Anand,0,0.8973488588303986
JN Frylinck,0,0.8965104687921683
JP Duminy,0,0.8950123106320571
Muhammad Shoaib Ahmed,0,0.8949598804640875
R Trumpelmann,0,0.8948789845914356
Z Khan,0,0.8943952261786531
KOK Williams,0,0.893282422096367
SA Mohandas,0,0.8927024597778379
Sultan Ahmed,0,0.8920642637612042
Mohammad Asif,0,0.8913601887993627
JM Anderson,0,0.8910071444511098
Ali Nayyer,0,0.8908623789439212
MM Ali,0,0.8902344131996041
Fazalhaq Farooqi,0,0.8901550300877539
Shoriful Islam,0,0.8900100461196019
L Ngidi,0,0.8885298010997705
Amir Hayat,0,0.8883054808987799
Riazat Ali Shah,0,0.8877104832256716
C Kyewuta,0,0.8857687855595795
MA Wood,0,0.8847949242758739
Ashwin Vinod,0,0.8847944924992602
CJ Langford,0,0.8822302536937693
I Takahashi,0,0.8821736990689936
Amir Hamza,0,0.8804103062114201
JA Richardson,0,0.8801807477183188
SM Pollock,0,0.8790428934608407
AR Patel,0,0.876398725482264
SR Watson,0,0.8750892036938698
JJ Smit,0,0.8749511294881785
GDR Eranga,0,0.8739901527895543
GJ Maxwell,0,0.8727422385414147
S Williams,0,0.8704378249408277
YS Chahal,0,0.8701437016764413
Tashi Phuntsho,0,0.8682507604217621
Namgay Thinley,0,0.8680878620752632
JC Archer,0,0.866995737596223
Najjam Shahzad,0,0.8669122040955929
SI Kamea,0,0.8666993647521364
Samiullah Shenwari,0,0.865301852663301
S Muniandy,0,0.8652168793865261
JK Mukhiya,0,0.8630985869883393
P Utseya,0,0.862966175722552
R Baaleri,0,0.8605020856355446
MG Johnson,0,0.8599492824663428
S Veerapathiran,0,0.8580462094872698
M Dixit,0,0.8574520210289578
NN Odhiambo,0,0.8568466152333556
M Mooketsi,0,0.8554027328724911
Janak Prakash,0,0.8549037002119731
LL Tsotsobe,0,0.8535818708558685
RA Abolarin,0,0.8535815906905583
SM Pollock,0,0.8513347356492843
HV Mandhyan,0,0.8489405699372552
